id_suministro,id_cliente,direccion_suministro,distrito,cod_sector,zona,nivel_tension,id_sist_electrico,fecha_alta_suministro,estado_suministro
8397805,190,Calle Ramírez 774,Santa Anita,SANTANITA_001,Zona_10,BT,6,2024-12-19,ACTIVO
7513877,190,Calle Flores 817,Santa Anita,SANTANITA_001,Zona_01,BT,4,2024-09-02,ACTIVO
7019136,191,Calle Díaz 368,Lurín,LURIN_001,Zona_07,BT,7,2024-02-17,RETIRADO
4024845,191,Av. Rojas 821,Lurín,LURIN_001,Zona_01,BT,5,2021-07-10,ACTIVO
3219696,192,Jr. Vargas 260,Pachacámac,PACHACAMAC_001,Zona_02,BT,3,2023-10-25,ACTIVO
7499772,193,Av. Castro 121,Pucusana,PUCUSANA_001,Zona_07,BT,7,2025-02-13,ACTIVO
1005845,194,Av. Díaz 959,Miraflores,MIRAFLORES_001,Zona_09,BT,3,2025-07-23,ACTIVO
7968575,195,Psje. Pérez 354,San Borja,SANBORJA_001,Zona_09,BT,3,2022-11-07,RETIRADO
4517441,196,Av. Romero 395,Breña,BRENA_001,Zona_05,BT,8,2022-04-30,ACTIVO
5026236,197,Calle Flores 247,Punta Hermosa,PUNTAHERMOSA_001,Zona_06,BT,3,2023-11-09,ACTIVO
1071687,198,Jr. Flores 573,Cieneguilla,CIENEGUILLA_001,Zona_03,BT,2,2023-10-05,ACTIVO
7999589,199,Calle Quispe 124,San Juan de Miraflores,SANJUANDEMIRAFLORES_001,Zona_07,BT,3,2018-10-21,SUSPENDIDO
3175037,200,Psje. Rojas 910,Magdalena del Mar,MAGDALENA_001,Zona_04,BT,6,2024-10-02,ACTIVO
2406861,201,Calle Flores 421,Ancón,ANCON_001,Zona_05,BT,3,2024-10-13,ACTIVO
3930169,202,Jr. Castro 908,Pucusana,PUCUSANA_001,Zona_07,BT,8,2025-04-28,ACTIVO
9994725,203,Psje. Vargas 502,San Borja,SANBORJA_001,Zona_03,BT,2,2021-11-25,ACTIVO
5474179,204,Calle Díaz 671,Chorrillos,CHORRILLOS_001,Zona_10,BT,5,2025-09-25,ACTIVO
8068284,205,Psje. Pérez 321,Ancón,ANCON_001,Zona_08,BT,1,2025-08-15,ACTIVO
3821055,206,Calle Vargas 486,Villa El Salvador,VES_001,Zona_02,BT,7,2025-08-18,ACTIVO
7545337,207,Av. Rojas 173,Los Olivos,LOSOLIVOS_001,Zona_03,BT,4,2024-05-23,ACTIVO
6126711,208,Av. Quispe 885,Ancón,ANCON_001,Zona_05,BT,6,2021-03-26,SUSPENDIDO
2089152,209,Calle Vargas 871,San Borja,SANBORJA_001,Zona_06,BT,3,2022-08-14,ACTIVO
1399756,209,Psje. Díaz 553,San Borja,SANBORJA_001,Zona_08,BT,8,2022-09-23,ACTIVO
3047087,210,Psje. Castro 220,Lurín,LURIN_001,Zona_10,BT,1,2021-01-09,ACTIVO
7604999,211,Calle Rojas 713,Carabayllo,CARABAYLLO_001,Zona_08,BT,8,2024-10-07,ACTIVO
5464654,212,Psje. Pérez 830,Lurigancho-Chosica,LURIGANCHO_001,Zona_10,BT,3,2025-10-06,ACTIVO
1898591,213,Jr. Herrera 910,San Luis,SANLUIS_001,Zona_05,BT,8,2025-09-26,ACTIVO
4154039,214,Psje. Chávez 974,San Miguel,SANMIGUEL_001,Zona_03,BT,4,2025-10-31,RETIRADO
6206514,215,Jr. Rojas 603,San Borja,SANBORJA_001,Zona_03,BT,6,2022-03-08,ACTIVO
6224525,215,Psje. Salazar 349,San Borja,SANBORJA_001,Zona_07,BT,5,2023-06-06,ACTIVO
6674357,216,Calle Quispe 309,Santa María del Mar,SANTAMARIADELMAR_001,Zona_10,BT,1,2025-01-16,ACTIVO
1380185,217,Av. Castro 950,San Isidro,SANISIDRO_001,Zona_02,BT,1,2025-02-26,ACTIVO
3437167,218,Av. Rodríguez 992,La Victoria,LAVICTORIA_001,Zona_02,BT,3,2025-09-24,ACTIVO
6169294,219,Psje. García 495,Punta Hermosa,PUNTAHERMOSA_001,Zona_10,BT,2,2025-05-25,ACTIVO
5779577,220,Psje. Rodríguez 283,Lurigancho-Chosica,LURIGANCHO_001,Zona_08,BT,7,2024-03-28,ACTIVO
4354842,221,Calle Chávez 929,Miraflores,MIRAFLORES_001,Zona_05,BT,2,2024-12-17,ACTIVO
8163466,221,Av. Herrera 661,Miraflores,MIRAFLORES_001,Zona_04,BT,1,2023-01-05,ACTIVO
4556220,222,Av. Gonzales 160,San Juan de Miraflores,SANJUANDEMIRAFLORES_001,Zona_03,MT,1,2025-08-09,ACTIVO
9346564,223,Psje. Díaz 532,Comas,COMAS_001,Zona_07,BT,1,2025-03-30,ACTIVO
1754417,223,Calle Gonzales 693,Comas,COMAS_001,Zona_03,BT,5,2025-04-26,ACTIVO
8092099,224,Calle Herrera 596,Los Olivos,LOSOLIVOS_001,Zona_06,MT,6,2025-02-23,ACTIVO
2101629,225,Av. Flores 284,San Miguel,SANMIGUEL_001,Zona_02,MT,7,2025-04-22,ACTIVO
3582975,226,Calle Romero 647,Puente Piedra,PUENTEPEDRA_001,Zona_08,BT,5,2024-01-07,ACTIVO
3854711,227,Psje. Sánchez 628,Puente Piedra,PUENTEPEDRA_001,Zona_01,BT,4,2024-09-24,ACTIVO
1794284,228,Psje. Rodríguez 700,La Victoria,LAVICTORIA_001,Zona_05,BT,8,2023-11-16,ACTIVO
4730861,229,Jr. Flores 344,San Borja,SANBORJA_001,Zona_09,BT,6,2025-09-05,ACTIVO
2052451,230,Av. Mendoza 929,Punta Hermosa,PUNTAHERMOSA_001,Zona_04,BT,6,2023-04-25,ACTIVO
8532562,231,Av. Díaz 783,Barranco,BARRANCO_001,Zona_10,BT,1,2025-09-01,ACTIVO
4184643,232,Av. Huamán 210,Jesús María,JESUSMARIA_001,Zona_08,BT,7,2019-09-25,ACTIVO
7722944,233,Psje. Castro 817,San Juan de Miraflores,SANJUANDEMIRAFLORES_001,Zona_01,BT,6,2025-08-20,ACTIVO
8281765,234,Av. Salazar 387,Los Olivos,LOSOLIVOS_001,Zona_04,BT,8,2025-09-22,ACTIVO
9972433,235,Calle Flores 623,San Juan de Lurigancho,SJL_001,Zona_02,BT,2,2025-06-14,RETIRADO
7125824,236,Av. Herrera 853,Villa El Salvador,VES_001,Zona_08,BT,3,2025-10-30,ACTIVO
2251678,237,Calle Gonzales 823,Santa Anita,SANTANITA_001,Zona_05,BT,5,2024-10-27,ACTIVO
4627018,238,Calle Romero 896,Pucusana,PUCUSANA_001,Zona_01,BT,8,2025-01-11,SUSPENDIDO
2504762,239,Psje. Vargas 258,Lurigancho-Chosica,LURIGANCHO_001,Zona_07,BT,5,2025-10-23,ACTIVO
8370538,240,Jr. Huamán 400,Comas,COMAS_001,Zona_10,BT,3,2024-12-26,ACTIVO
1716919,241,Psje. Pérez 785,La Victoria,LAVICTORIA_001,Zona_09,BT,6,2025-03-24,ACTIVO
9974689,242,Av. Salazar 321,Punta Hermosa,PUNTAHERMOSA_001,Zona_09,BT,6,2023-07-01,SUSPENDIDO
6225412,243,Psje. Ramírez 684,Pueblo Libre,PUEBLOLIBRE_001,Zona_06,MT,7,2025-07-18,ACTIVO
1524041,244,Calle Quispe 389,San Miguel,SANMIGUEL_001,Zona_06,BT,8,2024-11-13,SUSPENDIDO
4493566,245,Jr. Ramírez 199,La Molina,LAMOLINA_001,Zona_03,BT,1,2019-06-20,ACTIVO
1597869,245,Psje. García 405,La Molina,LAMOLINA_001,Zona_04,BT,2,2024-11-26,ACTIVO
3620354,246,Jr. Ramírez 877,Chaclacayo,CHACLACAYO_001,Zona_02,BT,7,2020-10-10,ACTIVO
9813509,247,Calle Flores 758,Punta Negra,PUNTANEGRA_001,Zona_06,BT,2,2023-02-27,ACTIVO
2654427,248,Calle Rojas 988,San Juan de Lurigancho,SJL_001,Zona_09,BT,2,2022-07-16,ACTIVO
1851622,249,Psje. Salazar 910,Lince,LINCE_001,Zona_08,BT,2,2025-05-16,ACTIVO
7908565,250,Jr. Pérez 467,Santa María del Mar,SANTAMARIADELMAR_001,Zona_09,BT,3,2020-05-28,ACTIVO
8927201,251,Av. Flores 301,El Agustino,ELAGUSTINO_001,Zona_05,BT,8,2023-10-13,ACTIVO
7448100,251,Psje. Mendoza 758,El Agustino,ELAGUSTINO_001,Zona_01,BT,5,2022-02-12,ACTIVO
6599542,252,Psje. Romero 204,Ate,ATE_001,Zona_03,BT,8,2021-09-26,ACTIVO
4060842,253,Av. Rodríguez 871,Ate,ATE_001,Zona_04,BT,3,2025-06-17,ACTIVO
7789810,253,Psje. García 415,Ate,ATE_001,Zona_08,BT,3,2021-12-24,ACTIVO
8191299,254,Calle Mendoza 888,Barranco,BARRANCO_001,Zona_01,BT,8,2022-01-06,ACTIVO
2743700,255,Psje. Vargas 434,Lurigancho-Chosica,LURIGANCHO_001,Zona_01,BT,6,2025-09-30,ACTIVO
2464829,256,Jr. Huamán 801,La Victoria,LAVICTORIA_001,Zona_05,BT,3,2025-04-18,ACTIVO
1729896,257,Calle Castro 867,Villa María del Triunfo,VMT_001,Zona_02,BT,4,2020-05-01,ACTIVO
4623752,258,Av. Mendoza 577,Santiago de Surco,SURCO_001,Zona_05,BT,4,2018-11-08,ACTIVO
3554106,259,Jr. Rodríguez 788,San Juan de Lurigancho,SJL_001,Zona_08,BT,4,2024-09-02,ACTIVO
3280671,259,Psje. Sánchez 183,San Juan de Lurigancho,SJL_001,Zona_06,BT,3,2024-08-18,ACTIVO
6066093,260,Av. Rojas 675,San Bartolo,SANBARTOLO_001,Zona_03,BT,6,2025-07-07,SUSPENDIDO
7120174,260,Psje. Sánchez 268,San Bartolo,SANBARTOLO_001,Zona_10,BT,1,2022-11-12,ACTIVO
9558169,261,Av. Chávez 936,Ancón,ANCON_001,Zona_08,BT,7,2022-04-09,SUSPENDIDO
8059879,262,Av. Gonzales 508,Lince,LINCE_001,Zona_04,BT,6,2025-02-03,ACTIVO
5415658,263,Jr. Castro 894,Lince,LINCE_001,Zona_07,BT,4,2025-05-16,ACTIVO
5759229,264,Psje. Vargas 247,Cieneguilla,CIENEGUILLA_001,Zona_02,BT,4,2021-04-23,ACTIVO
7895006,265,Av. Castro 783,Magdalena del Mar,MAGDALENA_001,Zona_08,BT,6,2024-11-03,ACTIVO
4087487,266,Calle Chávez 803,Barranco,BARRANCO_001,Zona_07,BT,3,2022-10-17,SUSPENDIDO
9950816,267,Psje. Torres 378,Punta Negra,PUNTANEGRA_001,Zona_09,BT,6,2023-03-17,ACTIVO
9877493,268,Psje. Salazar 601,Independencia,INDEPENDENCIA_001,Zona_09,BT,6,2025-02-28,ACTIVO
2537198,269,Jr. Lopez 700,Ancón,ANCON_001,Zona_05,BT,6,2024-05-12,ACTIVO
1039828,270,Jr. Romero 541,Magdalena del Mar,MAGDALENA_001,Zona_02,BT,4,2025-07-29,ACTIVO
3416353,271,Psje. Quispe 854,Lurigancho-Chosica,LURIGANCHO_001,Zona_02,BT,2,2025-03-21,ACTIVO
9719865,271,Jr. Pérez 419,Lurigancho-Chosica,LURIGANCHO_001,Zona_08,BT,7,2024-11-24,ACTIVO
2696698,272,Jr. Gonzales 233,Punta Hermosa,PUNTAHERMOSA_001,Zona_03,BT,2,2022-08-06,SUSPENDIDO
8617632,273,Psje. Quispe 245,San Martín de Porres,SMP_001,Zona_02,BT,4,2025-07-03,ACTIVO
5132079,274,Calle Mendoza 212,Pucusana,PUCUSANA_001,Zona_10,BT,1,2019-11-24,SUSPENDIDO
9043008,274,Psje. Vargas 181,Pucusana,PUCUSANA_001,Zona_01,BT,6,2023-02-18,ACTIVO
1494103,275,Psje. Torres 110,Pachacámac,PACHACAMAC_001,Zona_03,BT,5,2025-07-07,ACTIVO
7235480,276,Calle Mendoza 961,Barranco,BARRANCO_001,Zona_04,BT,7,2025-06-16,ACTIVO
5970399,276,Av. Díaz 986,Barranco,BARRANCO_001,Zona_01,BT,7,2025-10-18,ACTIVO
8808099,277,Av. García 704,San Isidro,SANISIDRO_001,Zona_10,BT,7,2025-08-12,ACTIVO
7265865,277,Calle Quispe 791,San Isidro,SANISIDRO_001,Zona_06,BT,5,2023-03-28,ACTIVO
5768363,278,Psje. Quispe 356,Surquillo,SURQUILLO_001,Zona_10,BT,2,2020-09-04,ACTIVO
6681178,278,Av. Quispe 642,Surquillo,SURQUILLO_001,Zona_01,BT,4,2023-06-24,ACTIVO
4333329,279,Calle Gonzales 996,Pueblo Libre,PUEBLOLIBRE_001,Zona_04,BT,1,2024-03-14,SUSPENDIDO
3838413,279,Calle Herrera 528,Pueblo Libre,PUEBLOLIBRE_001,Zona_10,BT,5,2025-10-10,SUSPENDIDO
1665672,280,Calle Ramírez 595,Cieneguilla,CIENEGUILLA_001,Zona_03,BT,1,2025-09-13,ACTIVO
7289677,281,Calle Lopez 836,Miraflores,MIRAFLORES_001,Zona_01,BT,2,2024-02-08,ACTIVO
1878917,282,Calle Torres 153,Barranco,BARRANCO_001,Zona_01,BT,4,2025-04-13,ACTIVO
2624517,282,Calle Díaz 750,Barranco,BARRANCO_001,Zona_04,BT,2,2022-08-15,ACTIVO
9234756,283,Av. Rojas 409,Rímac,RIMAC_001,Zona_03,BT,3,2024-12-29,ACTIVO
7248703,284,Jr. Rojas 135,La Molina,LAMOLINA_001,Zona_09,BT,1,2025-06-16,ACTIVO
8069499,285,Av. Romero 466,Punta Negra,PUNTANEGRA_001,Zona_01,BT,8,2022-10-10,ACTIVO
3972960,286,Calle García 841,Jesús María,JESUSMARIA_001,Zona_09,BT,7,2023-07-21,ACTIVO
2756928,287,Calle Quispe 801,Lurín,LURIN_001,Zona_04,BT,6,2020-11-16,ACTIVO
2222008,288,Av. Gonzales 767,Ancón,ANCON_001,Zona_07,BT,2,2023-12-13,SUSPENDIDO
4884408,289,Av. Sánchez 748,Jesús María,JESUSMARIA_001,Zona_04,BT,7,2024-04-29,ACTIVO
7437326,290,Calle García 747,Surquillo,SURQUILLO_001,Zona_02,MT,5,2021-02-17,ACTIVO
3278276,291,Jr. Pérez 135,Comas,COMAS_001,Zona_01,BT,2,2021-05-31,ACTIVO
9497328,292,Calle Pérez 877,Pachacámac,PACHACAMAC_001,Zona_01,BT,2,2025-03-27,ACTIVO
2668217,292,Calle García 642,Pachacámac,PACHACAMAC_001,Zona_08,BT,3,2025-08-03,ACTIVO
9189145,293,Calle Castro 689,San Miguel,SANMIGUEL_001,Zona_03,BT,6,2025-08-11,ACTIVO
9819491,294,Jr. Sánchez 378,Punta Hermosa,PUNTAHERMOSA_001,Zona_07,MT,2,2024-08-19,ACTIVO
4887771,295,Jr. Salazar 509,Cieneguilla,CIENEGUILLA_001,Zona_07,BT,4,2025-05-13,ACTIVO
9811668,295,Jr. Mendoza 568,Cieneguilla,CIENEGUILLA_001,Zona_10,BT,1,2025-09-04,ACTIVO
9347174,296,Calle Mendoza 387,Lurín,LURIN_001,Zona_08,BT,3,2025-07-09,ACTIVO
6624527,297,Av. Salazar 218,Villa María del Triunfo,VMT_001,Zona_10,BT,8,2024-02-07,ACTIVO
6289913,298,Av. García 482,Jesús María,JESUSMARIA_001,Zona_02,BT,3,2023-04-26,ACTIVO
7983658,299,Jr. Vargas 112,Surquillo,SURQUILLO_001,Zona_03,BT,3,2024-05-01,ACTIVO
5486540,300,Av. Quispe 842,San Martín de Porres,SMP_001,Zona_10,BT,8,2022-07-19,ACTIVO
6668058,300,Av. Díaz 260,San Martín de Porres,SMP_001,Zona_06,BT,1,2023-12-31,ACTIVO
9067968,301,Calle Flores 102,Lurín,LURIN_001,Zona_05,BT,8,2024-08-13,ACTIVO
3960431,302,Calle Lopez 585,La Victoria,LAVICTORIA_001,Zona_10,BT,3,2025-10-21,ACTIVO
4947309,303,Calle Rodríguez 383,Miraflores,MIRAFLORES_001,Zona_04,BT,2,2025-10-17,ACTIVO
2713190,304,Calle Quispe 198,Jesús María,JESUSMARIA_001,Zona_10,BT,2,2024-09-04,SUSPENDIDO
1884787,305,Psje. Quispe 447,San Isidro,SANISIDRO_001,Zona_05,BT,1,2022-04-12,ACTIVO
9653234,306,Calle Mendoza 819,El Agustino,ELAGUSTINO_001,Zona_03,BT,8,2025-03-13,ACTIVO
3411080,307,Av. Lopez 214,Barranco,BARRANCO_001,Zona_05,BT,8,2020-01-16,ACTIVO
7191042,308,Av. Rodríguez 123,Lurín,LURIN_001,Zona_04,BT,2,2025-08-25,ACTIVO
1679813,309,Psje. Sánchez 993,Lurín,LURIN_001,Zona_05,BT,5,2022-02-02,ACTIVO
3353896,310,Av. Vargas 171,Surquillo,SURQUILLO_001,Zona_02,BT,8,2024-12-06,ACTIVO
3469105,311,Jr. Huamán 383,La Victoria,LAVICTORIA_001,Zona_04,BT,2,2024-01-17,ACTIVO
3805830,312,Av. Gonzales 289,San Martín de Porres,SMP_001,Zona_03,BT,3,2025-10-22,ACTIVO
7701010,313,Psje. Mendoza 467,San Martín de Porres,SMP_001,Zona_10,BT,4,2023-03-07,ACTIVO
4000233,314,Psje. Pérez 534,Miraflores,MIRAFLORES_001,Zona_09,BT,1,2021-05-11,ACTIVO
5177941,315,Jr. Díaz 799,Santa Anita,SANTANITA_001,Zona_07,BT,5,2025-02-27,SUSPENDIDO
9533416,315,Jr. Vargas 551,Santa Anita,SANTANITA_001,Zona_03,BT,4,2024-08-25,ACTIVO
4064312,316,Av. Mendoza 348,Lince,LINCE_001,Zona_04,MT,2,2022-10-26,ACTIVO
9152110,317,Psje. Pérez 176,Lurín,LURIN_001,Zona_04,BT,5,2025-10-31,ACTIVO
9390845,318,Av. Huamán 242,Villa El Salvador,VES_001,Zona_01,BT,3,2020-07-18,ACTIVO
1087928,319,Jr. Chávez 566,Santiago de Surco,SURCO_001,Zona_02,BT,1,2023-12-02,ACTIVO
8895311,320,Jr. Romero 977,Ancón,ANCON_001,Zona_03,BT,1,2021-05-26,ACTIVO
3613328,321,Psje. Flores 835,Chaclacayo,CHACLACAYO_001,Zona_05,BT,4,2024-10-06,ACTIVO
5642096,322,Calle Rojas 449,San Juan de Miraflores,SANJUANDEMIRAFLORES_001,Zona_03,BT,7,2025-04-25,ACTIVO
6875080,323,Jr. Quispe 108,Santiago de Surco,SURCO_001,Zona_01,MT,8,2020-10-09,ACTIVO
9471298,324,Calle Romero 501,Independencia,INDEPENDENCIA_001,Zona_10,BT,6,2022-03-28,ACTIVO
8361278,325,Calle Flores 841,Pueblo Libre,PUEBLOLIBRE_001,Zona_04,BT,7,2019-11-02,SUSPENDIDO
4771575,325,Jr. Vargas 851,Pueblo Libre,PUEBLOLIBRE_001,Zona_02,BT,5,2019-03-06,ACTIVO
2122203,326,Calle Pérez 692,Puente Piedra,PUENTEPEDRA_001,Zona_10,BT,7,2019-04-16,ACTIVO
8161806,327,Av. Romero 202,La Molina,LAMOLINA_001,Zona_03,BT,1,2024-05-29,ACTIVO
8925241,327,Calle Quispe 969,La Molina,LAMOLINA_001,Zona_01,BT,8,2025-07-21,ACTIVO
7648966,328,Jr. Mendoza 697,San Juan de Miraflores,SANJUANDEMIRAFLORES_001,Zona_04,BT,4,2020-10-28,ACTIVO
6344887,329,Psje. Chávez 879,Puente Piedra,PUENTEPEDRA_001,Zona_10,BT,8,2025-04-09,ACTIVO
1793240,330,Psje. Gonzales 598,Chaclacayo,CHACLACAYO_001,Zona_10,MT,6,2025-05-28,ACTIVO
8203797,331,Jr. Huamán 206,San Luis,SANLUIS_001,Zona_06,BT,6,2025-10-23,ACTIVO
7986676,332,Psje. Lopez 426,San Miguel,SANMIGUEL_001,Zona_01,BT,8,2024-08-20,ACTIVO
2480590,333,Av. Sánchez 532,Barranco,BARRANCO_001,Zona_04,BT,4,2025-03-08,SUSPENDIDO
6491413,334,Calle Torres 114,Chorrillos,CHORRILLOS_001,Zona_03,BT,1,2023-03-05,ACTIVO
8439197,335,Psje. Chávez 417,Rímac,RIMAC_001,Zona_09,BT,8,2022-11-28,SUSPENDIDO
8781986,336,Psje. Romero 311,Rímac,RIMAC_001,Zona_01,BT,2,2025-03-13,ACTIVO
1242729,336,Av. Quispe 815,Rímac,RIMAC_001,Zona_04,BT,5,2025-03-03,ACTIVO
2873214,337,Jr. Herrera 105,Rímac,RIMAC_001,Zona_06,BT,1,2023-05-01,ACTIVO
1637632,338,Psje. Rodríguez 798,Ancón,ANCON_001,Zona_09,BT,6,2024-01-01,ACTIVO
6917047,339,Jr. Mendoza 393,Rímac,RIMAC_001,Zona_06,BT,5,2024-07-18,ACTIVO
7125991,340,Jr. Sánchez 869,Pueblo Libre,PUEBLOLIBRE_001,Zona_10,BT,4,2024-01-05,ACTIVO
6374006,341,Calle Chávez 991,La Victoria,LAVICTORIA_001,Zona_04,BT,1,2020-11-05,ACTIVO
4998259,342,Psje. Mendoza 256,Chorrillos,CHORRILLOS_001,Zona_03,MT,6,2025-07-01,SUSPENDIDO
8987711,342,Calle Ramírez 743,Chorrillos,CHORRILLOS_001,Zona_02,MT,7,2025-10-27,ACTIVO
6723597,343,Psje. Salazar 142,Santa Anita,SANTANITA_001,Zona_07,BT,3,2022-11-16,ACTIVO
4918525,344,Psje. García 732,Chorrillos,CHORRILLOS_001,Zona_01,BT,8,2021-08-18,ACTIVO
1547965,345,Calle Salazar 447,Carabayllo,CARABAYLLO_001,Zona_01,BT,4,2025-09-12,ACTIVO
4097983,346,Psje. Ramírez 960,Cieneguilla,CIENEGUILLA_001,Zona_02,BT,4,2021-03-03,ACTIVO
3125181,347,Calle García 352,La Molina,LAMOLINA_001,Zona_03,BT,6,2024-03-29,ACTIVO
8529362,348,Jr. Herrera 721,Breña,BRENA_001,Zona_09,BT,1,2023-11-14,ACTIVO
4394583,349,Calle Quispe 405,Jesús María,JESUSMARIA_001,Zona_08,BT,7,2024-10-27,ACTIVO
8866769,349,Calle Mendoza 695,Jesús María,JESUSMARIA_001,Zona_01,BT,2,2024-10-09,ACTIVO
8190165,350,Jr. Sánchez 313,Lurigancho-Chosica,LURIGANCHO_001,Zona_07,BT,2,2025-09-12,SUSPENDIDO
1239011,351,Psje. Chávez 853,Miraflores,MIRAFLORES_001,Zona_09,BT,5,2025-10-31,ACTIVO
6841641,352,Jr. Mendoza 766,Los Olivos,LOSOLIVOS_001,Zona_02,BT,7,2020-03-18,ACTIVO
3097730,353,Calle Gonzales 627,San Miguel,SANMIGUEL_001,Zona_09,BT,6,2025-04-26,RETIRADO
5515889,354,Calle Huamán 723,Jesús María,JESUSMARIA_001,Zona_10,BT,5,2021-06-25,RETIRADO
6980415,355,Jr. Romero 384,San Borja,SANBORJA_001,Zona_09,BT,5,2024-05-08,ACTIVO
6213693,356,Calle Salazar 704,La Victoria,LAVICTORIA_001,Zona_02,BT,3,2024-07-13,ACTIVO
2199457,357,Av. García 392,Breña,BRENA_001,Zona_01,BT,4,2025-07-08,ACTIVO
6804800,358,Jr. Huamán 771,San Juan de Lurigancho,SJL_001,Zona_02,BT,4,2019-01-09,ACTIVO
4453200,359,Av. Quispe 815,Chorrillos,CHORRILLOS_001,Zona_04,BT,7,2022-08-19,ACTIVO
1786987,359,Av. Flores 435,Chorrillos,CHORRILLOS_001,Zona_07,BT,6,2025-08-25,ACTIVO
2981404,360,Calle Díaz 477,Jesús María,JESUSMARIA_001,Zona_04,BT,8,2025-07-23,ACTIVO
3156507,361,Av. Sánchez 835,San Miguel,SANMIGUEL_001,Zona_06,BT,4,2022-06-12,ACTIVO
9675408,362,Jr. Flores 735,Independencia,INDEPENDENCIA_001,Zona_06,BT,2,2019-10-14,ACTIVO
1168654,363,Jr. Castro 106,Punta Hermosa,PUNTAHERMOSA_001,Zona_04,BT,3,2024-05-05,SUSPENDIDO
9154865,364,Jr. Vargas 129,Lince,LINCE_001,Zona_07,BT,1,2025-10-24,ACTIVO
9647179,364,Psje. Castro 832,Lince,LINCE_001,Zona_04,BT,2,2025-09-29,ACTIVO
8053725,365,Calle Flores 452,Chorrillos,CHORRILLOS_001,Zona_04,BT,1,2025-10-13,ACTIVO
7705683,366,Av. Rojas 349,Surquillo,SURQUILLO_001,Zona_02,BT,2,2023-05-04,ACTIVO
9381178,367,Calle Huamán 311,Lurigancho-Chosica,LURIGANCHO_001,Zona_09,BT,3,2025-10-10,ACTIVO
2075663,368,Jr. Flores 564,Ate,ATE_001,Zona_08,BT,2,2023-06-28,ACTIVO
4161428,369,Av. Castro 760,San Luis,SANLUIS_001,Zona_01,BT,5,2019-01-06,ACTIVO
4077795,370,Av. Rojas 450,Pueblo Libre,PUEBLOLIBRE_001,Zona_05,BT,7,2024-06-02,ACTIVO
6856760,371,Jr. Díaz 270,Cieneguilla,CIENEGUILLA_001,Zona_03,MT,3,2024-07-12,SUSPENDIDO
4840055,371,Psje. Rodríguez 923,Cieneguilla,CIENEGUILLA_001,Zona_04,MT,5,2023-10-01,ACTIVO
6521208,372,Jr. Sánchez 265,Punta Negra,PUNTANEGRA_001,Zona_01,BT,4,2019-02-15,ACTIVO
7957503,372,Calle Flores 880,Punta Negra,PUNTANEGRA_001,Zona_08,BT,6,2020-12-17,ACTIVO
9192355,373,Av. Pérez 400,Lurigancho-Chosica,LURIGANCHO_001,Zona_07,BT,4,2024-09-12,ACTIVO
2962340,374,Calle Salazar 381,Punta Negra,PUNTANEGRA_001,Zona_10,BT,5,2025-02-24,ACTIVO
7642419,374,Av. Herrera 312,Punta Negra,PUNTANEGRA_001,Zona_02,BT,2,2025-09-22,ACTIVO
2228847,375,Jr. Gonzales 278,Chaclacayo,CHACLACAYO_001,Zona_01,BT,2,2025-03-21,ACTIVO
7024274,376,Jr. Díaz 558,San Martín de Porres,SMP_001,Zona_04,BT,2,2025-02-26,ACTIVO
9550812,377,Av. Quispe 435,Pucusana,PUCUSANA_001,Zona_09,BT,1,2021-08-09,SUSPENDIDO
7300948,378,Jr. Gonzales 478,San Borja,SANBORJA_001,Zona_10,BT,8,2024-08-30,ACTIVO
2719871,379,Jr. Castro 315,San Juan de Miraflores,SANJUANDEMIRAFLORES_001,Zona_05,BT,7,2024-07-20,ACTIVO
4287619,380,Psje. Mendoza 566,Villa María del Triunfo,VMT_001,Zona_02,BT,2,2024-08-03,ACTIVO
5314421,381,Calle Lopez 941,Los Olivos,LOSOLIVOS_001,Zona_10,BT,2,2025-04-18,ACTIVO
2503880,382,Calle Salazar 929,La Victoria,LAVICTORIA_001,Zona_10,MT,1,2025-06-17,SUSPENDIDO
3030885,383,Jr. Ramírez 900,San Isidro,SANISIDRO_001,Zona_01,BT,7,2024-03-01,ACTIVO
7177182,384,Av. Ramírez 791,San Isidro,SANISIDRO_001,Zona_01,BT,5,2023-02-25,ACTIVO
3934533,385,Psje. Vargas 884,Surquillo,SURQUILLO_001,Zona_09,BT,6,2023-03-12,ACTIVO
4188027,386,Calle Chávez 177,Puente Piedra,PUENTEPEDRA_001,Zona_08,BT,3,2022-02-09,ACTIVO
2382487,387,Av. Quispe 470,Magdalena del Mar,MAGDALENA_001,Zona_10,BT,1,2022-11-05,ACTIVO
2097215,388,Psje. Salazar 412,Santa Anita,SANTANITA_001,Zona_06,BT,1,2023-04-20,ACTIVO
8084198,388,Calle García 994,Santa Anita,SANTANITA_001,Zona_08,BT,5,2018-07-16,ACTIVO
8524534,389,Psje. Lopez 787,San Juan de Lurigancho,SJL_001,Zona_02,BT,8,2024-04-06,ACTIVO
8327798,390,Calle Sánchez 956,Rímac,RIMAC_001,Zona_06,BT,5,2025-08-23,ACTIVO
8505746,391,Jr. Vargas 651,Breña,BRENA_001,Zona_10,BT,2,2025-10-11,ACTIVO
1677390,392,Psje. Castro 887,Cieneguilla,CIENEGUILLA_001,Zona_01,BT,6,2020-03-20,ACTIVO
7956036,393,Av. Quispe 820,San Luis,SANLUIS_001,Zona_09,MT,5,2021-08-29,ACTIVO
