id_cliente,tipo_documento,nro_documento,nombre_cliente,tipo_cliente,fecha_alta,estado_cliente,email,telefono
252,DNI,********,Flor Díaz Vargas,RESIDENCIAL,2018-05-23,ACTIVO,cli00252@gmail.com,********
253,DNI,********,Elena Gonzales Sánchez,RESIDENCIAL,2021-01-23,ACTIVO,cli00253@gmail.com,********
254,DNI,********,Ana García Lopez,RESIDENCIAL,2021-09-15,ACTIVO,cli00254@gmail.com,********
255,CE,********,Carlos Rojas García,RESIDENCIAL,2025-09-12,ACTIVO,,********
256,DNI,********,Carlos Flores Gonzales,USUARIO_GENERAL,2021-10-24,ACTIVO,cli00256@gmail.com,********
257,DNI,********,Jorge Gonzales Huamán,RESIDENCIAL,2018-08-01,ACTIVO,cli00257@hotmail.com,********
258,RUC,74897762946,Comercial Sánchez S.A.,COMERCIAL,2018-06-16,MOROSO,cli00258@gmail.com,********
259,DNI,********,Lucía Quispe Lopez,RESIDENCIAL,2019-07-29,ACTIVO,,********
260,DNI,********,Juan Quispe Flores,RESIDENCIAL,2018-11-07,ACTIVO,,********
261,DNI,********,Pedro Rojas Lopez,RESIDENCIAL,2020-07-20,ACTIVO,,********
262,DNI,********,Alberto Sánchez Ramírez,RESIDENCIAL,2024-07-19,ACTIVO,cli00262@gmail.com,********
263,RUC,60676193444,Agro Chávez S.A.,AGRICOLA,2022-04-05,MOROSO,,********
264,DNI,********,Elena Romero Vargas,RESIDENCIAL,2020-10-25,ACTIVO,,********
265,DNI,********,María Chávez Chávez,RESIDENCIAL,2023-04-09,ACTIVO,cli00265@gmail.com,********
266,DNI,********,Luis Vargas Herrera,RESIDENCIAL,2020-08-06,ACTIVO,cli00266@gmail.com,********
267,DNI,********,Alberto Pérez Torres,RESIDENCIAL,2020-10-06,MOROSO,cli00267@outlook.com,********
268,CE,********,María Rojas Rojas,RESIDENCIAL,2024-07-11,ACTIVO,cli00268@gmail.com,********
269,DNI,********,Miguel Sánchez Huamán,RESIDENCIAL,2021-12-27,INACTIVO,cli00269@hotmail.com,********
270,DNI,********,Sofía Quispe Salazar,RESIDENCIAL,2021-07-27,ACTIVO,,********
271,DNI,********,Miguel Sánchez García,RESIDENCIAL,2024-04-26,ACTIVO,cli00271@gmail.com,********
272,DNI,********,Lucía Flores Herrera,RESIDENCIAL,2021-07-08,ACTIVO,cli00272@hotmail.com,********
273,CE,********,José Quispe Chávez,RESIDENCIAL,2025-05-20,ACTIVO,,********
274,DNI,********,Juan Rojas Flores,RESIDENCIAL,2018-11-07,ACTIVO,cli00274@hotmail.com,********
275,DNI,********,Pedro Rojas Huamán,RESIDENCIAL,2020-02-26,ACTIVO,cli00275@hotmail.com,********
276,DNI,********,Rosa Ramírez Rojas,RESIDENCIAL,2025-06-15,ACTIVO,,********
277,DNI,********,José García Torres,RESIDENCIAL,2019-11-30,INACTIVO,cli00277@hotmail.com,********
278,CE,********,Sofía Flores Lopez,RESIDENCIAL,2020-01-18,ACTIVO,cli00278@gmail.com,********
279,DNI,********,Juan Mendoza Quispe,RESIDENCIAL,2023-08-18,ACTIVO,cli00279@hotmail.com,********
280,DNI,********,Ricardo Chávez Romero,RESIDENCIAL,2025-04-05,ACTIVO,cli00280@outlook.com,********
281,RUC,95177480332,Comercial Quispe S.A.C.,COMERCIAL,2020-03-02,ACTIVO,,********
282,DNI,********,José Gonzales Rojas,RESIDENCIAL,2021-12-11,ACTIVO,cli00282@outlook.com,********
283,DNI,********,Carmen Vargas Chávez,RESIDENCIAL,2024-07-22,ACTIVO,cli00283@hotmail.com,********
284,DNI,********,Elena Torres Romero,RESIDENCIAL,2024-05-13,ACTIVO,cli00284@gmail.com,********
285,DNI,********,Luis Rojas Lopez,RESIDENCIAL,2020-05-06,MOROSO,cli00285@outlook.com,********
286,DNI,********,Jorge Torres Rodríguez,RESIDENCIAL,2023-07-16,ACTIVO,cli00286@gmail.com,********
287,DNI,********,Pedro Ramírez Torres,USUARIO_GENERAL,2018-07-23,ACTIVO,cli00287@outlook.com,********
288,RUC,48029327855,Comercial Rojas S.A.C.,COMERCIAL,2023-12-09,ACTIVO,,********
289,DNI,********,José Ramírez Ramírez,RESIDENCIAL,2024-04-21,ACTIVO,cli00289@hotmail.com,********
290,RUC,79429778327,Municipalidad de Surquillo,MUNICIPALIDAD,2019-01-29,ACTIVO,cli00290@outlook.com,********
291,DNI,********,Alberto Chávez Herrera,RESIDENCIAL,2019-12-02,ACTIVO,,********
292,RUC,91596570478,Comercial García E.I.R.L.,COMERCIAL,2024-04-10,ACTIVO,,********
293,DNI,********,María Torres Castro,RESIDENCIAL,2025-06-27,ACTIVO,cli00293@gmail.com,********
294,RUC,37541149965,SIS,GOBIERNO,2020-08-16,ACTIVO,cli00294@hotmail.com,********
295,CE,********,Jorge Vargas Rojas,RESIDENCIAL,2019-02-06,ACTIVO,,********
296,RUC,33264951354,Ministerio de Transportes y Comunicaciones,GOBIERNO,2023-10-01,ACTIVO,cli00296@gmail.com,********
297,CE,********,Gabriela Gonzales Torres,RESIDENCIAL,2024-01-30,ACTIVO,cli00297@gmail.com,********
298,RUC,32157077582,Comercial Pérez E.I.R.L.,COMERCIAL,2020-02-11,ACTIVO,cli00298@outlook.com,********
299,DNI,********,Jorge Lopez Vargas,RESIDENCIAL,2023-08-12,MOROSO,cli00299@outlook.com,********
300,CE,********,María Rodríguez Castro,RESIDENCIAL,2018-07-10,ACTIVO,cli00300@hotmail.com,********
301,DNI,********,Miguel Castro Flores,RESIDENCIAL,2024-05-05,ACTIVO,,********
302,DNI,********,Miguel Mendoza Quispe,RESIDENCIAL,2025-01-16,ACTIVO,cli00302@hotmail.com,********
303,CE,********,Patricia Sánchez Huamán,RESIDENCIAL,2025-05-09,ACTIVO,cli00303@gmail.com,********
304,DNI,********,María Mendoza Quispe,RESIDENCIAL,2021-10-16,ACTIVO,cli00304@outlook.com,********
305,DNI,********,Carlos Rodríguez Vargas,RESIDENCIAL,2021-10-27,ACTIVO,cli00305@outlook.com,********
306,RUC,86004923574,Comercial Sánchez S.A.,COMERCIAL,2024-01-01,ACTIVO,,********
307,DNI,********,Elena Huamán Sánchez,RESIDENCIAL,2018-12-03,ACTIVO,cli00307@gmail.com,********
308,CE,********,Rosa Gonzales Rodríguez,RESIDENCIAL,2025-06-08,ACTIVO,cli00308@gmail.com,********
309,DNI,********,Alberto Quispe Vargas,RESIDENCIAL,2019-09-15,ACTIVO,,********
310,DNI,********,Elena Herrera Herrera,RESIDENCIAL,2024-11-26,ACTIVO,,********
311,DNI,********,Pedro Chávez Castro,RESIDENCIAL,2023-07-21,ACTIVO,,********
312,DNI,********,Luis Romero Herrera,RESIDENCIAL,2025-03-02,INACTIVO,cli00312@gmail.com,********
313,DNI,********,Ana Mendoza Vargas,RESIDENCIAL,2020-10-05,ACTIVO,cli00313@hotmail.com,********
314,DNI,********,Jorge Salazar Salazar,RESIDENCIAL,2021-04-10,ACTIVO,cli00314@hotmail.com,********
315,DNI,********,Gabriela Lopez Flores,RESIDENCIAL,2024-02-18,ACTIVO,cli00315@gmail.com,********
316,RUC,44235512166,Ministerio de Salud,GOBIERNO,2021-11-23,ACTIVO,cli00316@hotmail.com,********
317,DNI,********,Lucía Chávez Lopez,RESIDENCIAL,2023-02-25,ACTIVO,,********
318,RUC,66421111745,Municipalidad de Villa El Salvador,MUNICIPALIDAD,2018-02-23,ACTIVO,cli00318@outlook.com,********
319,DNI,********,Gabriela Díaz Mendoza,RESIDENCIAL,2019-03-30,ACTIVO,cli00319@gmail.com,********
320,DNI,********,Carmen Castro Gonzales,RESIDENCIAL,2019-04-15,ACTIVO,,********
321,DNI,********,Ricardo Sánchez Chávez,RESIDENCIAL,2021-07-22,ACTIVO,cli00321@hotmail.com,********
322,DNI,********,Luis Salazar Romero,RESIDENCIAL,2021-05-13,ACTIVO,cli00322@gmail.com,********
323,RUC,65744738024,Ministerio de Transportes y Comunicaciones,GOBIERNO,2020-03-08,ACTIVO,,********
324,DNI,********,Alberto Flores Gonzales,RESIDENCIAL,2021-10-30,ACTIVO,,********
325,DNI,********,Patricia Salazar Flores,RESIDENCIAL,2018-02-27,ACTIVO,cli00325@hotmail.com,********
326,DNI,********,Carlos Castro Chávez,RESIDENCIAL,2018-05-29,ACTIVO,cli00326@outlook.com,********
327,DNI,********,Carlos Gonzales Herrera,RESIDENCIAL,2022-05-16,ACTIVO,cli00327@outlook.com,********
328,RUC,84835512354,Comercial Díaz S.A.,COMERCIAL,2020-03-05,ACTIVO,cli00328@gmail.com,********
329,DNI,********,Carmen Mendoza Rodríguez,RESIDENCIAL,2024-04-28,ACTIVO,,********
330,RUC,57885066570,Industria Castro S.A.C.,INDUSTRIAL,2024-11-25,ACTIVO,,********
331,DNI,********,Diego Mendoza García,RESIDENCIAL,2024-01-03,MOROSO,,********
332,RUC,12005958120,Comercial Castro S.A.C.,COMERCIAL,2021-04-25,ACTIVO,cli00332@outlook.com,********
333,DNI,********,Gabriela Herrera Pérez,RESIDENCIAL,2024-12-19,INACTIVO,cli00333@hotmail.com,********
334,DNI,********,Lucía Gonzales Vargas,RESIDENCIAL,2018-06-11,ACTIVO,,********
335,CE,********,Gabriela Gonzales Vargas,RESIDENCIAL,2021-02-18,ACTIVO,,********
336,DNI,********,María Torres Sánchez,RESIDENCIAL,2024-08-29,ACTIVO,cli00336@outlook.com,********
337,DNI,********,María Rojas Rodríguez,RESIDENCIAL,2020-04-12,ACTIVO,,********
338,DNI,********,Luis Gonzales Herrera,RESIDENCIAL,2019-12-12,ACTIVO,,********
339,DNI,********,Flor Gonzales Torres,RESIDENCIAL,2021-12-15,ACTIVO,cli00339@outlook.com,********
340,CE,********,Sofía Lopez García,RESIDENCIAL,2018-12-23,ACTIVO,,********
341,RUC,13964593973,Ministerio de Educación,GOBIERNO,2019-11-14,ACTIVO,,********
342,RUC,69331363466,Industria Torres E.I.R.L.,INDUSTRIAL,2025-04-07,ACTIVO,,********
343,DNI,********,Carlos Sánchez Castro,RESIDENCIAL,2022-06-23,ACTIVO,cli00343@outlook.com,********
344,DNI,********,Lucía Herrera Flores,RESIDENCIAL,2020-04-15,ACTIVO,,********
345,DNI,********,Diego Rojas Romero,RESIDENCIAL,2025-05-16,ACTIVO,cli00345@gmail.com,********
346,DNI,********,Juan Mendoza Quispe,RESIDENCIAL,2019-06-13,ACTIVO,,********
347,DNI,********,Rosa Chávez Chávez,RESIDENCIAL,2022-09-10,ACTIVO,cli00347@gmail.com,********
348,DNI,********,Gabriela Gonzales Salazar,RESIDENCIAL,2020-11-13,ACTIVO,,********
349,RUC,29218012109,Comercial Flores S.A.C.,COMERCIAL,2023-06-17,ACTIVO,cli00349@outlook.com,********
350,DNI,********,Carmen Castro Herrera,RESIDENCIAL,2025-04-22,ACTIVO,,********
351,DNI,********,Ricardo Flores Salazar,RESIDENCIAL,2025-10-24,ACTIVO,cli00351@outlook.com,********
352,RUC,24093939527,Municipalidad de Los Olivos,MUNICIPALIDAD,2018-11-08,ACTIVO,,********
353,DNI,********,Lucía Lopez Gonzales,RESIDENCIAL,2025-04-09,ACTIVO,cli00353@gmail.com,********
354,DNI,********,Carmen Quispe Torres,RESIDENCIAL,2019-10-22,ACTIVO,cli00354@hotmail.com,********
355,DNI,********,Ana Castro Gonzales,RESIDENCIAL,2023-02-13,INACTIVO,cli00355@gmail.com,********
356,CE,********,Juan Quispe Romero,RESIDENCIAL,2019-01-13,ACTIVO,cli00356@gmail.com,********
357,CE,********,Carmen Huamán Sánchez,RESIDENCIAL,2024-12-12,ACTIVO,cli00357@hotmail.com,********
358,DNI,********,Gabriela Chávez Ramírez,RESIDENCIAL,2018-08-08,MOROSO,,********
359,DNI,********,Pedro Díaz Huamán,RESIDENCIAL,2022-01-18,ACTIVO,cli00359@hotmail.com,********
360,DNI,********,Rosa Díaz Sánchez,RESIDENCIAL,2024-10-25,ACTIVO,cli00360@gmail.com,********
361,DNI,********,Carlos Mendoza Rodríguez,RESIDENCIAL,2022-01-07,ACTIVO,,********
362,DNI,********,José Pérez Ramírez,RESIDENCIAL,2019-04-15,ACTIVO,,********
363,DNI,********,Flor Lopez Castro,RESIDENCIAL,2021-03-01,ACTIVO,cli00363@outlook.com,********
364,DNI,********,Elena Ramírez Gonzales,RESIDENCIAL,2025-08-11,ACTIVO,,********
365,DNI,********,Alberto Vargas Lopez,RESIDENCIAL,2020-03-23,ACTIVO,cli00365@outlook.com,********
366,DNI,********,Luis Chávez Huamán,RESIDENCIAL,2020-09-13,ACTIVO,cli00366@hotmail.com,********
367,DNI,********,Rosa Torres Herrera,RESIDENCIAL,2025-10-03,ACTIVO,cli00367@outlook.com,********
368,DNI,********,Juan Flores Díaz,RESIDENCIAL,2020-04-19,ACTIVO,cli00368@outlook.com,********
369,DNI,********,Miguel Flores Herrera,RESIDENCIAL,2019-01-05,ACTIVO,cli00369@gmail.com,********
370,CE,********,Alberto Castro Torres,RESIDENCIAL,2020-10-11,ACTIVO,cli00370@outlook.com,********
371,RUC,11654350372,Industria Quispe E.I.R.L.,INDUSTRIAL,2018-09-08,ACTIVO,cli00371@outlook.com,********
372,DNI,********,Patricia Rojas Torres,RESIDENCIAL,2018-06-11,ACTIVO,cli00372@gmail.com,********
373,CE,********,Carmen Rojas Díaz,RESIDENCIAL,2019-10-25,ACTIVO,cli00373@gmail.com,********
374,DNI,********,Pedro Salazar Lopez,RESIDENCIAL,2024-09-26,ACTIVO,cli00374@hotmail.com,********
375,DNI,********,Luis Torres Pérez,RESIDENCIAL,2022-02-01,ACTIVO,cli00375@hotmail.com,********
376,DNI,********,Patricia Rojas Herrera,RESIDENCIAL,2024-10-30,ACTIVO,cli00376@gmail.com,********
377,DNI,********,Alberto Romero Flores,RESIDENCIAL,2019-08-16,ACTIVO,,********
378,DNI,********,Lucía Sánchez Gonzales,RESIDENCIAL,2021-08-31,INACTIVO,cli00378@hotmail.com,********
379,DNI,********,Miguel Rodríguez Herrera,RESIDENCIAL,2024-02-09,ACTIVO,cli00379@hotmail.com,********
380,DNI,********,Carlos Huamán Sánchez,RESIDENCIAL,2024-06-27,INACTIVO,cli00380@gmail.com,********
381,DNI,********,Flor Rojas Romero,RESIDENCIAL,2020-09-19,ACTIVO,cli00381@hotmail.com,********
382,RUC,54212657479,Municipalidad de La Victoria,MUNICIPALIDAD,2024-02-09,ACTIVO,,********
383,DNI,********,Pedro Salazar Rojas,RESIDENCIAL,2023-06-26,ACTIVO,cli00383@hotmail.com,********
384,DNI,********,Jorge Huamán Chávez,RESIDENCIAL,2021-03-04,ACTIVO,cli00384@outlook.com,********
385,DNI,********,Juan Sánchez Quispe,RESIDENCIAL,2020-01-20,ACTIVO,cli00385@outlook.com,********
386,CE,********,Carmen Mendoza Sánchez,RESIDENCIAL,2019-07-17,ACTIVO,cli00386@gmail.com,********
387,DNI,********,Carlos Mendoza Rojas,RESIDENCIAL,2020-08-13,ACTIVO,cli00387@gmail.com,********
388,CE,********,Alberto Mendoza Vargas,RESIDENCIAL,2018-07-11,ACTIVO,cli00388@outlook.com,********
389,CE,********,Juan Herrera Vargas,RESIDENCIAL,2022-04-09,ACTIVO,cli00389@hotmail.com,********
390,DNI,********,Alberto García Sánchez,RESIDENCIAL,2022-10-31,ACTIVO,cli00390@gmail.com,********
391,DNI,********,Juan Díaz Flores,RESIDENCIAL,2025-08-17,ACTIVO,cli00391@outlook.com,********
392,DNI,********,Pedro Gonzales Quispe,RESIDENCIAL,2019-09-14,ACTIVO,cli00392@hotmail.com,********
393,RUC,75747949364,Ministerio del Interior,GOBIERNO,2018-11-09,ACTIVO,cli00393@outlook.com,********
394,DNI,********,Lucía Sánchez Lopez,RESIDENCIAL,2021-06-28,INACTIVO,cli00394@hotmail.com,********
395,DNI,********,Carlos Gonzales Díaz,RESIDENCIAL,2022-11-19,ACTIVO,,********
396,CE,********,Jorge Huamán Quispe,RESIDENCIAL,2020-10-14,ACTIVO,,********
397,CE,********,María Romero Salazar,RESIDENCIAL,2018-10-03,ACTIVO,cli00397@outlook.com,********
398,DNI,********,Flor Díaz Vargas,RESIDENCIAL,2019-01-25,ACTIVO,cli00398@gmail.com,********
399,DNI,********,Carlos Ramírez Sánchez,RESIDENCIAL,2020-11-28,ACTIVO,cli00399@hotmail.com,********
400,DNI,********,Alberto Castro Ramírez,RESIDENCIAL,2020-11-04,ACTIVO,,********
401,CE,********,Patricia Gonzales Chávez,RESIDENCIAL,2021-02-08,ACTIVO,cli00401@hotmail.com,********
402,DNI,********,Pedro Herrera Huamán,RESIDENCIAL,2023-06-15,ACTIVO,cli00402@hotmail.com,********
403,RUC,63815156952,RENIEC,GOBIERNO,2021-08-19,ACTIVO,,********
404,DNI,********,María García Sánchez,RESIDENCIAL,2019-08-14,ACTIVO,,********
405,RUC,29819276537,Industria Flores E.I.R.L.,INDUSTRIAL,2025-03-09,ACTIVO,,********
406,DNI,********,Flor Sánchez Torres,RESIDENCIAL,2020-02-21,ACTIVO,cli00406@gmail.com,********
407,DNI,********,Ricardo Quispe García,RESIDENCIAL,2020-06-04,ACTIVO,cli00407@gmail.com,********
408,DNI,********,Gabriela Mendoza Rojas,RESIDENCIAL,2019-01-02,ACTIVO,cli00408@outlook.com,********
409,DNI,********,Carlos Rodríguez Sánchez,RESIDENCIAL,2020-07-09,ACTIVO,,********
410,DNI,********,Juan Ramírez Ramírez,RESIDENCIAL,2025-06-30,ACTIVO,cli00410@gmail.com,********
411,DNI,********,Ricardo Huamán Lopez,RESIDENCIAL,2022-11-19,ACTIVO,cli00411@hotmail.com,********
412,DNI,********,Elena Huamán Quispe,RESIDENCIAL,2020-03-16,ACTIVO,cli00412@gmail.com,********
413,RUC,18644302552,Municipalidad de San Borja,MUNICIPALIDAD,2025-08-25,ACTIVO,cli00413@hotmail.com,********
414,DNI,********,José Vargas Romero,RESIDENCIAL,2022-03-27,ACTIVO,cli00414@outlook.com,********
415,DNI,********,José Lopez Mendoza,RESIDENCIAL,2022-05-27,ACTIVO,cli00415@gmail.com,********
416,DNI,********,José Rodríguez García,RESIDENCIAL,2023-06-30,ACTIVO,,********
417,DNI,********,Ricardo Rodríguez Castro,RESIDENCIAL,2019-04-05,ACTIVO,cli00417@gmail.com,********
418,DNI,********,Pedro Quispe Castro,RESIDENCIAL,2024-09-03,ACTIVO,,********
419,DNI,********,Carlos Huamán Romero,RESIDENCIAL,2023-12-23,ACTIVO,cli00419@gmail.com,********
420,RUC,72943722583,Comercial Vargas S.A.C.,COMERCIAL,2022-06-28,ACTIVO,cli00420@hotmail.com,********
421,DNI,********,Carmen Flores Ramírez,RESIDENCIAL,2025-02-07,ACTIVO,cli00421@gmail.com,********
422,DNI,********,Patricia Sánchez Rojas,RESIDENCIAL,2020-06-30,ACTIVO,,********
423,RUC,78656384459,Municipalidad de El Agustino,MUNICIPALIDAD,2022-10-31,ACTIVO,,********
424,DNI,********,Gabriela Herrera García,RESIDENCIAL,2024-07-04,INACTIVO,cli00424@gmail.com,********
425,DNI,********,Juan Rojas Mendoza,RESIDENCIAL,2023-08-04,ACTIVO,cli00425@outlook.com,********
426,DNI,********,Diego García Mendoza,USUARIO_GENERAL,2021-11-20,ACTIVO,cli00426@outlook.com,********
427,RUC,29467985258,Servicios Romero S.A.,OTROS,2019-06-10,ACTIVO,cli00427@outlook.com,********
428,DNI,********,Miguel Torres Gonzales,RESIDENCIAL,2019-12-29,ACTIVO,,********
429,DNI,********,José Castro Chávez,RESIDENCIAL,2019-03-09,ACTIVO,cli00429@gmail.com,********
430,DNI,********,Carmen Herrera Salazar,RESIDENCIAL,2023-02-05,ACTIVO,cli00430@hotmail.com,********
431,DNI,********,Rosa Rodríguez Salazar,RESIDENCIAL,2019-06-16,ACTIVO,cli00431@outlook.com,********
432,DNI,********,Miguel Castro Quispe,RESIDENCIAL,2022-04-14,ACTIVO,cli00432@hotmail.com,********
433,CE,********,Diego Díaz Quispe,RESIDENCIAL,2024-07-29,ACTIVO,,********
434,DNI,********,Patricia Lopez Salazar,RESIDENCIAL,2020-06-26,ACTIVO,cli00434@hotmail.com,********
435,DNI,********,Patricia Gonzales Herrera,RESIDENCIAL,2019-01-21,ACTIVO,cli00435@hotmail.com,********
436,DNI,********,Elena Lopez Ramírez,RESIDENCIAL,2019-10-14,ACTIVO,cli00436@gmail.com,********
437,RUC,25840701930,Municipalidad de Jesús María,MUNICIPALIDAD,2018-07-30,INACTIVO,,********
438,DNI,********,Carlos Chávez García,RESIDENCIAL,2020-08-11,ACTIVO,cli00438@hotmail.com,********
439,DNI,********,Patricia Romero Quispe,RESIDENCIAL,2021-03-24,ACTIVO,cli00439@outlook.com,********
440,DNI,********,José Rodríguez Vargas,RESIDENCIAL,2018-06-25,ACTIVO,,********
441,DNI,********,Juan Rodríguez Sánchez,RESIDENCIAL,2019-10-22,ACTIVO,cli00441@gmail.com,********
442,DNI,********,Lucía Mendoza Flores,RESIDENCIAL,2021-10-10,ACTIVO,cli00442@gmail.com,********
443,RUC,23031404793,Comercial Díaz S.A.C.,COMERCIAL,2018-03-22,ACTIVO,,********
444,DNI,********,Flor Flores Salazar,RESIDENCIAL,2022-01-03,INACTIVO,cli00444@outlook.com,********
445,DNI,********,Ricardo Romero Romero,RESIDENCIAL,2025-06-05,ACTIVO,cli00445@hotmail.com,********
446,RUC,29044278838,Industria Rodríguez S.A.C.,INDUSTRIAL,2021-05-20,ACTIVO,,********
447,RUC,82130905229,Comercial Ramírez S.A.,COMERCIAL,2022-09-23,INACTIVO,cli00447@outlook.com,********
448,DNI,********,Diego Mendoza Sánchez,RESIDENCIAL,2018-01-26,ACTIVO,,********
449,DNI,********,Lucía Sánchez García,RESIDENCIAL,2025-02-16,ACTIVO,cli00449@hotmail.com,********
450,DNI,********,Elena Vargas Vargas,RESIDENCIAL,2025-10-11,ACTIVO,cli00450@gmail.com,********
451,DNI,********,José Romero Romero,RESIDENCIAL,2021-03-04,ACTIVO,cli00451@hotmail.com,********
452,DNI,********,Sofía Ramírez Huamán,RESIDENCIAL,2022-04-02,ACTIVO,cli00452@hotmail.com,********
453,DNI,********,Rosa Romero Gonzales,RESIDENCIAL,2022-07-10,ACTIVO,cli00453@outlook.com,********
454,DNI,********,Diego Chávez Gonzales,RESIDENCIAL,2022-04-23,INACTIVO,cli00454@outlook.com,********
455,RUC,68006204703,Ministerio de Transportes y Comunicaciones,GOBIERNO,2018-02-10,ACTIVO,cli00455@hotmail.com,********
456,DNI,********,Sofía Salazar Salazar,RESIDENCIAL,2020-01-08,ACTIVO,,********
457,DNI,********,María Gonzales Chávez,RESIDENCIAL,2024-10-05,ACTIVO,cli00457@outlook.com,********
458,DNI,********,Miguel Herrera Torres,RESIDENCIAL,2024-07-25,ACTIVO,cli00458@outlook.com,********
459,DNI,********,Juan Quispe Pérez,RESIDENCIAL,2025-07-17,ACTIVO,,********
460,RUC,72107246127,Industria Mendoza S.A.,INDUSTRIAL,2018-03-20,ACTIVO,,********
461,DNI,********,María Romero Ramírez,RESIDENCIAL,2025-03-11,ACTIVO,cli00461@gmail.com,********
462,DNI,********,Lucía Torres Flores,RESIDENCIAL,2021-01-27,ACTIVO,,********
463,DNI,********,Miguel Rodríguez Díaz,RESIDENCIAL,2023-11-04,ACTIVO,cli00463@gmail.com,********
464,RUC,17962941277,Comercial Sánchez S.A.C.,COMERCIAL,2019-03-05,INACTIVO,cli00464@gmail.com,********
465,DNI,********,Carmen Herrera Pérez,RESIDENCIAL,2020-10-07,ACTIVO,cli00465@outlook.com,********
466,DNI,********,María Ramírez Lopez,RESIDENCIAL,2021-02-22,ACTIVO,cli00466@hotmail.com,********
467,DNI,********,José Quispe Vargas,RESIDENCIAL,2020-12-11,ACTIVO,cli00467@hotmail.com,********
468,DNI,********,Sofía Flores Gonzales,RESIDENCIAL,2018-10-02,ACTIVO,cli00468@outlook.com,********
469,DNI,********,Elena Quispe Salazar,RESIDENCIAL,2020-11-29,ACTIVO,cli00469@outlook.com,********
470,DNI,********,Gabriela Sánchez Torres,RESIDENCIAL,2023-04-21,INACTIVO,,********
471,CE,********,Flor Torres Herrera,RESIDENCIAL,2023-09-26,ACTIVO,cli00471@gmail.com,********
472,DNI,********,Luis Rojas Ramírez,RESIDENCIAL,2018-08-05,INACTIVO,cli00472@hotmail.com,********
473,CE,********,Carlos Herrera Salazar,RESIDENCIAL,2019-10-11,ACTIVO,cli00473@gmail.com,********
474,DNI,********,Sofía Sánchez Huamán,RESIDENCIAL,2022-03-30,ACTIVO,cli00474@gmail.com,********
475,RUC,74512287548,Alumbrado Público Jesús María,ALUMBRADO_PUBLICO,2020-08-11,ACTIVO,cli00475@hotmail.com,********
476,DNI,********,Carmen Sánchez Sánchez,RESIDENCIAL,2023-02-18,ACTIVO,cli00476@hotmail.com,********
477,DNI,********,Lucía Ramírez Díaz,RESIDENCIAL,2025-08-24,ACTIVO,cli00477@outlook.com,********
478,DNI,********,Gabriela Castro Torres,RESIDENCIAL,2021-02-04,MOROSO,cli00478@outlook.com,********
479,DNI,********,Carmen Sánchez Pérez,RESIDENCIAL,2019-07-16,ACTIVO,cli00479@hotmail.com,********
480,DNI,********,Pedro Rojas Rojas,RESIDENCIAL,2024-03-05,MOROSO,cli00480@outlook.com,********
481,DNI,********,Ana Sánchez Lopez,RESIDENCIAL,2024-02-18,ACTIVO,cli00481@hotmail.com,********
482,DNI,********,Rosa Pérez Ramírez,RESIDENCIAL,2023-06-30,ACTIVO,cli00482@gmail.com,********
483,DNI,********,Pedro Ramírez Lopez,RESIDENCIAL,2025-10-26,ACTIVO,,********
484,DNI,********,Ricardo Romero Sánchez,RESIDENCIAL,2021-08-15,ACTIVO,cli00484@outlook.com,********
485,DNI,********,Patricia Vargas Herrera,RESIDENCIAL,2021-02-19,ACTIVO,cli00485@outlook.com,********
486,DNI,********,Gabriela Rodríguez Huamán,RESIDENCIAL,2025-08-22,ACTIVO,cli00486@outlook.com,********
487,DNI,********,Flor Quispe García,RESIDENCIAL,2024-02-21,ACTIVO,cli00487@outlook.com,********
488,DNI,********,Luis García Torres,RESIDENCIAL,2018-12-24,ACTIVO,cli00488@hotmail.com,********
489,DNI,********,Ana Quispe Romero,RESIDENCIAL,2018-01-18,ACTIVO,cli00489@gmail.com,********
490,CE,********,José Lopez Lopez,RESIDENCIAL,2024-01-25,ACTIVO,cli00490@hotmail.com,********
491,DNI,********,Juan Huamán Rodríguez,RESIDENCIAL,2019-12-29,ACTIVO,,********
492,RUC,89461264963,Servicios Rojas S.A.,OTROS,2022-10-14,ACTIVO,cli00492@outlook.com,********
493,RUC,97873127117,Comercial Flores S.A.C.,COMERCIAL,2019-07-11,ACTIVO,cli00493@gmail.com,********
494,DNI,********,Diego Gonzales Mendoza,RESIDENCIAL,2021-12-13,ACTIVO,cli00494@outlook.com,********
495,DNI,********,Diego Castro Díaz,RESIDENCIAL,2022-07-04,INACTIVO,cli00495@gmail.com,********
496,RUC,44606750190,Servicios Ramírez E.I.R.L.,OTROS,2019-02-24,INACTIVO,cli00496@hotmail.com,********
497,RUC,14868690718,Comercial Pérez S.A.C.,COMERCIAL,2020-07-28,ACTIVO,,********
498,RUC,11043055791,Industria Díaz S.A.,INDUSTRIAL,2021-03-06,ACTIVO,cli00498@gmail.com,********
499,DNI,********,Luis Díaz Chávez,RESIDENCIAL,2023-08-12,ACTIVO,cli00499@gmail.com,********
500,DNI,********,Alberto Vargas Torres,RESIDENCIAL,2021-01-11,ACTIVO,cli00500@gmail.com,********
501,DNI,********,Carlos Herrera Flores,RESIDENCIAL,2024-10-01,ACTIVO,,********
502,DNI,********,Gabriela Huamán Mendoza,RESIDENCIAL,2018-03-05,ACTIVO,,********
503,RUC,16928288862,Comercial Mendoza E.I.R.L.,COMERCIAL,2022-05-28,ACTIVO,cli00503@gmail.com,********
