id_cliente,tipo_cliente,DNI,Celular,Email,id_ubicacion,fecha_alta,estado_cliente
2340,Residencial,75XXXX22,967XXX582,cliente02340***@correo.com,31,2020-12-10,ACTIVO
2341,Residencial,91XXXX77,907XXX180,cliente02341***@correo.com,15,2024-10-12,SUSPENDIDO
2342,Residencial,62XXXX89,910XXX002,cliente02342***@correo.com,15,2020-05-19,ACTIVO
2343,Gobierno,55XXXX60,942XXX208,cliente02343***@correo.com,29,2019-07-04,ACTIVO
2344,Residencial,88XXXX49,927XXX615,cliente02344***@correo.com,30,2019-01-02,SUSPENDIDO
2345,Residencial,45XXXX19,905XXX586,cliente02345***@correo.com,15,2018-05-24,ACTIVO
2346,Residencial,85XXXX38,976XXX097,cliente02346***@correo.com,40,2019-02-07,ACTIVO
2347,Residencial,44XXXX36,913XXX986,cliente02347***@correo.com,26,2021-09-25,ACTIVO
2348,Residencial,94XXXX01,912XXX562,cliente02348***@correo.com,7,2021-05-26,ACTIVO
2349,Residencial,38XXXX54,996XXX814,cliente02349***@correo.com,14,2020-02-09,ACTIVO
2350,Residencial,60XXXX42,908XXX396,cliente02350***@correo.com,30,2018-01-28,ACTIVO
2351,Residencial,35XXXX71,909XXX926,cliente02351***@correo.com,8,2022-03-31,ACTIVO
2352,Residencial,43XXXX04,916XXX697,cliente02352***@correo.com,26,2019-10-27,ACTIVO
2353,Residencial,66XXXX84,956XXX584,cliente02353***@correo.com,28,2019-10-09,ACTIVO
2354,Comercial,62XXXX17,981XXX006,cliente02354***@correo.com,3,2020-07-28,ACTIVO
2355,Residencial,20XXXX96,981XXX880,cliente02355***@correo.com,25,2021-11-11,INACTIVO
2356,Residencial,22XXXX87,903XXX866,cliente02356***@correo.com,8,2023-03-30,ACTIVO
2357,Residencial,37XXXX14,978XXX620,cliente02357***@correo.com,43,2018-06-20,ACTIVO
2358,Industrial,14XXXX47,961XXX182,cliente02358***@correo.com,30,2023-02-22,ACTIVO
2359,Residencial,29XXXX00,937XXX131,cliente02359***@correo.com,9,2020-04-13,ACTIVO
2360,Residencial,77XXXX78,931XXX230,cliente02360***@correo.com,15,2018-08-09,ACTIVO
2361,Residencial,42XXXX46,952XXX692,cliente02361***@correo.com,15,2020-05-30,ACTIVO
2362,Residencial,22XXXX93,991XXX794,cliente02362***@correo.com,41,2021-08-11,ACTIVO
2363,Comercial,80XXXX18,990XXX619,cliente02363***@correo.com,29,2021-12-23,ACTIVO
2364,Comercial,19XXXX27,940XXX772,cliente02364***@correo.com,15,2018-12-21,ACTIVO
2365,Residencial,40XXXX67,914XXX785,cliente02365***@correo.com,5,2021-06-21,ACTIVO
2366,Residencial,69XXXX38,918XXX815,cliente02366***@correo.com,11,2019-10-06,ACTIVO
2367,Residencial,48XXXX91,932XXX510,cliente02367***@correo.com,32,2024-05-16,ACTIVO
2368,Residencial,11XXXX97,981XXX122,cliente02368***@correo.com,28,2024-01-05,ACTIVO
2369,Residencial,28XXXX05,949XXX022,cliente02369***@correo.com,28,2023-02-27,ACTIVO
2370,Residencial,73XXXX58,945XXX153,cliente02370***@correo.com,23,2018-06-11,ACTIVO
2371,Comercial,29XXXX64,904XXX968,cliente02371***@correo.com,19,2020-05-13,ACTIVO
2372,Residencial,42XXXX39,924XXX973,cliente02372***@correo.com,33,2021-07-14,ACTIVO
2373,Residencial,82XXXX02,906XXX042,cliente02373***@correo.com,17,2022-08-16,ACTIVO
2374,Comercial,67XXXX49,986XXX041,cliente02374***@correo.com,16,2023-11-20,ACTIVO
2375,Residencial,81XXXX37,906XXX885,cliente02375***@correo.com,3,2019-11-29,ACTIVO
2376,Residencial,84XXXX03,913XXX371,cliente02376***@correo.com,43,2018-06-21,ACTIVO
2377,Residencial,89XXXX24,944XXX837,cliente02377***@correo.com,29,2023-11-17,ACTIVO
2378,Alumbrado Público,98XXXX11,970XXX394,cliente02378***@correo.com,15,2020-10-09,ACTIVO
2379,Residencial,32XXXX83,904XXX146,cliente02379***@correo.com,43,2019-06-01,ACTIVO
2380,Residencial,99XXXX09,984XXX059,cliente02380***@correo.com,1,2020-10-19,ACTIVO
2381,Residencial,35XXXX59,978XXX546,cliente02381***@correo.com,9,2018-09-30,ACTIVO
2382,Residencial,72XXXX84,998XXX430,cliente02382***@correo.com,41,2020-11-11,ACTIVO
2383,Residencial,74XXXX72,967XXX668,cliente02383***@correo.com,15,2022-09-29,ACTIVO
2384,Comercial,60XXXX11,995XXX514,cliente02384***@correo.com,13,2019-01-01,ACTIVO
2385,Industrial,62XXXX72,906XXX404,cliente02385***@correo.com,4,2021-06-17,ACTIVO
2386,Residencial,82XXXX57,997XXX133,cliente02386***@correo.com,15,2023-10-16,ACTIVO
2387,Residencial,56XXXX60,925XXX749,cliente02387***@correo.com,40,2019-03-09,ACTIVO
2388,Residencial,95XXXX06,983XXX899,cliente02388***@correo.com,30,2018-08-05,ACTIVO
2389,Residencial,41XXXX77,921XXX384,cliente02389***@correo.com,7,2018-01-05,ACTIVO
2390,Residencial,94XXXX30,958XXX329,cliente02390***@correo.com,10,2018-12-20,ACTIVO
2391,Residencial,84XXXX50,958XXX663,cliente02391***@correo.com,38,2018-05-30,ACTIVO
2392,Residencial,62XXXX83,982XXX703,cliente02392***@correo.com,8,2019-06-11,ACTIVO
2393,Comercial,69XXXX25,953XXX195,cliente02393***@correo.com,15,2023-07-31,ACTIVO
2394,Residencial,74XXXX58,955XXX026,cliente02394***@correo.com,30,2019-06-03,ACTIVO
2395,Residencial,84XXXX05,933XXX641,cliente02395***@correo.com,26,2023-06-05,ACTIVO
2396,Residencial,10XXXX46,938XXX589,cliente02396***@correo.com,25,2020-09-18,ACTIVO
2397,Residencial,25XXXX19,953XXX044,cliente02397***@correo.com,9,2019-06-22,ACTIVO
2398,Residencial,17XXXX58,996XXX747,cliente02398***@correo.com,15,2021-04-20,ACTIVO
2399,Residencial,70XXXX20,925XXX420,cliente02399***@correo.com,31,2021-11-02,ACTIVO
2400,Gobierno,99XXXX23,945XXX732,cliente02400***@correo.com,38,2018-05-14,ACTIVO
2401,Residencial,52XXXX15,967XXX640,cliente02401***@correo.com,7,2022-12-21,ACTIVO
2402,Comercial,13XXXX39,927XXX589,cliente02402***@correo.com,15,2022-11-02,ACTIVO
2403,Residencial,63XXXX40,924XXX692,cliente02403***@correo.com,23,2020-01-13,ACTIVO
2404,Industrial,91XXXX33,989XXX601,cliente02404***@correo.com,9,2020-06-25,ACTIVO
2405,Industrial,88XXXX32,990XXX296,cliente02405***@correo.com,16,2021-04-17,ACTIVO
2406,Residencial,87XXXX62,978XXX305,cliente02406***@correo.com,18,2018-06-02,INACTIVO
2407,Residencial,57XXXX45,955XXX173,cliente02407***@correo.com,16,2018-10-20,ACTIVO
2408,Industrial,34XXXX57,924XXX445,cliente02408***@correo.com,15,2018-01-09,ACTIVO
2409,Residencial,38XXXX59,946XXX516,cliente02409***@correo.com,36,2019-11-25,ACTIVO
2410,Residencial,72XXXX88,951XXX885,cliente02410***@correo.com,30,2023-01-10,ACTIVO
2411,Residencial,35XXXX51,996XXX570,cliente02411***@correo.com,6,2024-09-10,ACTIVO
2412,Residencial,97XXXX39,902XXX615,cliente02412***@correo.com,29,2023-11-05,ACTIVO
2413,Residencial,46XXXX96,986XXX886,cliente02413***@correo.com,15,2020-10-23,ACTIVO
2414,Residencial,73XXXX50,947XXX943,cliente02414***@correo.com,3,2022-06-06,ACTIVO
2415,Residencial,41XXXX88,989XXX946,cliente02415***@correo.com,4,2022-03-31,ACTIVO
2416,Residencial,32XXXX97,917XXX924,cliente02416***@correo.com,30,2023-02-25,ACTIVO
2417,Residencial,96XXXX62,934XXX277,cliente02417***@correo.com,13,2022-12-10,INACTIVO
2418,Residencial,31XXXX32,926XXX067,cliente02418***@correo.com,43,2023-05-28,ACTIVO
2419,Comercial,47XXXX76,986XXX439,cliente02419***@correo.com,28,2020-09-11,ACTIVO
2420,Residencial,41XXXX40,995XXX971,cliente02420***@correo.com,15,2021-04-04,ACTIVO
2421,Comercial,34XXXX30,975XXX593,cliente02421***@correo.com,25,2022-04-15,ACTIVO
2422,Comercial,51XXXX99,912XXX957,cliente02422***@correo.com,43,2022-04-21,ACTIVO
2423,Residencial,51XXXX08,993XXX915,cliente02423***@correo.com,19,2021-04-10,ACTIVO
2424,Residencial,40XXXX47,901XXX971,cliente02424***@correo.com,7,2019-06-17,ACTIVO
2425,Residencial,26XXXX28,996XXX735,cliente02425***@correo.com,15,2024-05-24,ACTIVO
2426,Residencial,45XXXX97,937XXX863,cliente02426***@correo.com,30,2024-08-24,INACTIVO
2427,Residencial,89XXXX10,971XXX039,cliente02427***@correo.com,15,2024-03-30,ACTIVO
2428,Residencial,12XXXX36,926XXX519,cliente02428***@correo.com,29,2022-02-26,ACTIVO
2429,Residencial,49XXXX44,980XXX934,cliente02429***@correo.com,34,2021-09-03,ACTIVO
2430,Residencial,89XXXX07,908XXX642,cliente02430***@correo.com,25,2019-01-01,ACTIVO
2431,Residencial,23XXXX10,938XXX675,cliente02431***@correo.com,12,2024-01-01,ACTIVO
2432,Comercial,51XXXX31,953XXX928,cliente02432***@correo.com,4,2021-09-08,ACTIVO
2433,Residencial,91XXXX79,933XXX677,cliente02433***@correo.com,40,2022-09-13,ACTIVO
2434,Residencial,60XXXX13,932XXX975,cliente02434***@correo.com,32,2018-12-25,ACTIVO
2435,Residencial,12XXXX35,973XXX902,cliente02435***@correo.com,39,2018-06-20,ACTIVO
2436,Residencial,24XXXX27,970XXX865,cliente02436***@correo.com,29,2018-09-07,ACTIVO
2437,Residencial,69XXXX05,961XXX068,cliente02437***@correo.com,15,2022-12-04,ACTIVO
2438,Residencial,46XXXX32,944XXX160,cliente02438***@correo.com,15,2021-04-13,ACTIVO
2439,Residencial,84XXXX90,908XXX530,cliente02439***@correo.com,13,2018-10-31,ACTIVO
2440,Residencial,81XXXX61,960XXX256,cliente02440***@correo.com,41,2018-06-24,ACTIVO
2441,Residencial,29XXXX56,900XXX220,cliente02441***@correo.com,19,2021-10-08,ACTIVO
2442,Residencial,44XXXX97,939XXX442,cliente02442***@correo.com,42,2023-03-10,ACTIVO
2443,Residencial,96XXXX99,909XXX549,cliente02443***@correo.com,28,2024-10-25,ACTIVO
2444,Residencial,35XXXX28,974XXX099,cliente02444***@correo.com,5,2019-07-20,ACTIVO
2445,Residencial,45XXXX77,988XXX013,cliente02445***@correo.com,43,2019-06-27,ACTIVO
2446,Residencial,56XXXX15,967XXX130,cliente02446***@correo.com,9,2023-07-21,ACTIVO
2447,Residencial,70XXXX58,982XXX937,cliente02447***@correo.com,25,2022-07-08,ACTIVO
2448,Residencial,63XXXX28,975XXX382,cliente02448***@correo.com,15,2019-02-01,ACTIVO
2449,Residencial,62XXXX91,911XXX955,cliente02449***@correo.com,24,2024-06-12,ACTIVO
2450,Residencial,59XXXX51,969XXX768,cliente02450***@correo.com,9,2022-06-03,ACTIVO
2451,Residencial,70XXXX26,991XXX046,cliente02451***@correo.com,3,2018-08-31,ACTIVO
2452,Residencial,10XXXX42,947XXX635,cliente02452***@correo.com,29,2022-05-22,ACTIVO
2453,Residencial,82XXXX13,932XXX115,cliente02453***@correo.com,38,2020-12-01,ACTIVO
2454,Residencial,25XXXX94,957XXX391,cliente02454***@correo.com,28,2024-04-11,ACTIVO
2455,Residencial,46XXXX43,955XXX482,cliente02455***@correo.com,7,2019-05-28,ACTIVO
2456,Residencial,26XXXX37,951XXX253,cliente02456***@correo.com,11,2022-07-03,ACTIVO
2457,Comercial,45XXXX51,951XXX864,cliente02457***@correo.com,13,2019-05-26,ACTIVO
2458,Residencial,44XXXX84,956XXX849,cliente02458***@correo.com,39,2022-08-24,ACTIVO
2459,Residencial,19XXXX03,917XXX543,cliente02459***@correo.com,5,2018-10-15,ACTIVO
2460,Residencial,34XXXX19,984XXX638,cliente02460***@correo.com,15,2018-04-08,ACTIVO
2461,Residencial,94XXXX29,929XXX711,cliente02461***@correo.com,38,2018-06-05,ACTIVO
2462,Comercial,23XXXX37,913XXX238,cliente02462***@correo.com,3,2024-03-03,ACTIVO
2463,Residencial,49XXXX08,966XXX262,cliente02463***@correo.com,42,2022-12-05,ACTIVO
2464,Residencial,51XXXX72,985XXX354,cliente02464***@correo.com,15,2023-11-08,ACTIVO
2465,Residencial,94XXXX33,918XXX637,cliente02465***@correo.com,5,2022-07-22,ACTIVO
2466,Residencial,29XXXX94,958XXX485,cliente02466***@correo.com,9,2022-09-27,ACTIVO
2467,Residencial,26XXXX32,970XXX807,cliente02467***@correo.com,25,2021-04-27,ACTIVO
2468,Residencial,66XXXX20,994XXX394,cliente02468***@correo.com,9,2018-08-29,ACTIVO
2469,Residencial,67XXXX79,986XXX212,cliente02469***@correo.com,26,2018-07-16,ACTIVO
2470,Residencial,51XXXX80,980XXX308,cliente02470***@correo.com,15,2018-08-06,ACTIVO
2471,Residencial,11XXXX90,927XXX885,cliente02471***@correo.com,38,2018-12-06,ACTIVO
2472,Residencial,65XXXX50,950XXX948,cliente02472***@correo.com,7,2019-12-20,ACTIVO
2473,Residencial,95XXXX40,981XXX866,cliente02473***@correo.com,4,2018-05-07,ACTIVO
2474,Comercial,85XXXX66,959XXX612,cliente02474***@correo.com,23,2020-04-29,ACTIVO
2475,Residencial,38XXXX03,977XXX511,cliente02475***@correo.com,30,2019-01-14,ACTIVO
2476,Residencial,79XXXX97,908XXX091,cliente02476***@correo.com,15,2018-02-04,ACTIVO
2477,Residencial,26XXXX63,935XXX858,cliente02477***@correo.com,15,2023-03-17,ACTIVO
2478,Residencial,55XXXX84,952XXX804,cliente02478***@correo.com,7,2024-02-06,ACTIVO
2479,Residencial,92XXXX92,959XXX562,cliente02479***@correo.com,39,2021-03-24,ACTIVO
2480,Residencial,93XXXX75,903XXX732,cliente02480***@correo.com,15,2024-03-22,ACTIVO
2481,Residencial,85XXXX33,923XXX039,cliente02481***@correo.com,39,2021-02-08,ACTIVO
2482,Residencial,71XXXX45,936XXX298,cliente02482***@correo.com,15,2018-12-18,ACTIVO
2483,Residencial,73XXXX09,921XXX932,cliente02483***@correo.com,5,2024-10-06,ACTIVO
2484,Residencial,40XXXX18,954XXX197,cliente02484***@correo.com,3,2020-10-07,ACTIVO
2485,Residencial,90XXXX22,959XXX903,cliente02485***@correo.com,9,2023-08-23,ACTIVO
2486,Residencial,22XXXX14,935XXX577,cliente02486***@correo.com,33,2018-12-27,ACTIVO
2487,Gobierno,26XXXX41,946XXX671,cliente02487***@correo.com,34,2020-09-21,ACTIVO
2488,Residencial,32XXXX17,903XXX467,cliente02488***@correo.com,15,2018-01-14,ACTIVO
2489,Residencial,62XXXX86,989XXX577,cliente02489***@correo.com,33,2022-05-02,ACTIVO
2490,Residencial,83XXXX15,904XXX014,cliente02490***@correo.com,3,2023-05-15,ACTIVO
2491,Residencial,26XXXX80,940XXX035,cliente02491***@correo.com,15,2019-07-03,ACTIVO
2492,Residencial,33XXXX77,982XXX497,cliente02492***@correo.com,2,2020-05-07,ACTIVO
2493,Residencial,56XXXX62,950XXX806,cliente02493***@correo.com,15,2021-08-31,ACTIVO
2494,Residencial,85XXXX03,965XXX195,cliente02494***@correo.com,39,2021-09-20,ACTIVO
2495,Residencial,71XXXX65,955XXX927,cliente02495***@correo.com,13,2019-09-20,ACTIVO
2496,Residencial,44XXXX09,963XXX308,cliente02496***@correo.com,34,2023-09-14,ACTIVO
2497,Residencial,93XXXX87,950XXX318,cliente02497***@correo.com,7,2020-05-06,ACTIVO
2498,Residencial,45XXXX58,939XXX286,cliente02498***@correo.com,3,2019-12-09,ACTIVO
2499,Residencial,21XXXX39,915XXX121,cliente02499***@correo.com,34,2019-10-15,ACTIVO
2500,Residencial,40XXXX39,964XXX135,cliente02500***@correo.com,3,2020-06-08,ACTIVO
2501,Residencial,77XXXX08,934XXX874,cliente02501***@correo.com,3,2020-07-22,ACTIVO
2502,Residencial,38XXXX16,999XXX080,cliente02502***@correo.com,17,2022-09-03,ACTIVO
2503,Comercial,92XXXX96,936XXX586,cliente02503***@correo.com,40,2022-12-21,ACTIVO
2504,Residencial,58XXXX89,927XXX874,cliente02504***@correo.com,3,2024-06-04,ACTIVO
2505,Residencial,92XXXX40,967XXX639,cliente02505***@correo.com,38,2018-11-22,ACTIVO
2506,Residencial,75XXXX36,974XXX357,cliente02506***@correo.com,36,2021-06-01,ACTIVO
2507,Industrial,63XXXX12,959XXX001,cliente02507***@correo.com,15,2024-03-11,ACTIVO
2508,Residencial,78XXXX55,999XXX309,cliente02508***@correo.com,34,2021-11-13,ACTIVO
2509,Residencial,54XXXX24,974XXX976,cliente02509***@correo.com,9,2024-07-14,ACTIVO
2510,Residencial,34XXXX30,924XXX750,cliente02510***@correo.com,9,2019-06-12,ACTIVO
2511,Residencial,40XXXX87,999XXX320,cliente02511***@correo.com,28,2020-01-05,ACTIVO
2512,Residencial,48XXXX33,906XXX152,cliente02512***@correo.com,9,2018-03-15,ACTIVO
2513,Residencial,57XXXX99,924XXX080,cliente02513***@correo.com,41,2021-09-16,ACTIVO
2514,Residencial,12XXXX72,940XXX710,cliente02514***@correo.com,38,2023-03-30,ACTIVO
2515,Residencial,98XXXX08,951XXX565,cliente02515***@correo.com,29,2023-09-03,ACTIVO
2516,Residencial,49XXXX25,943XXX765,cliente02516***@correo.com,43,2020-01-19,ACTIVO
2517,Residencial,21XXXX93,957XXX668,cliente02517***@correo.com,7,2024-11-13,ACTIVO
2518,Comercial,34XXXX56,991XXX131,cliente02518***@correo.com,24,2020-09-17,ACTIVO
2519,Residencial,75XXXX58,924XXX228,cliente02519***@correo.com,15,2020-03-21,ACTIVO
2520,Residencial,87XXXX69,901XXX047,cliente02520***@correo.com,31,2023-07-21,ACTIVO
2521,Residencial,55XXXX48,900XXX115,cliente02521***@correo.com,10,2020-06-15,ACTIVO
2522,Residencial,11XXXX57,991XXX191,cliente02522***@correo.com,29,2019-03-10,ACTIVO
2523,Residencial,17XXXX37,902XXX356,cliente02523***@correo.com,43,2023-07-09,ACTIVO
2524,Residencial,37XXXX06,964XXX821,cliente02524***@correo.com,14,2024-10-04,ACTIVO
2525,Residencial,88XXXX45,905XXX436,cliente02525***@correo.com,15,2020-11-14,ACTIVO
2526,Residencial,27XXXX89,957XXX053,cliente02526***@correo.com,4,2023-06-05,ACTIVO
2527,Comercial,72XXXX11,997XXX903,cliente02527***@correo.com,5,2022-09-26,ACTIVO
2528,Residencial,49XXXX55,929XXX902,cliente02528***@correo.com,23,2020-04-11,ACTIVO
2529,Residencial,37XXXX54,959XXX294,cliente02529***@correo.com,43,2020-01-14,ACTIVO
2530,Residencial,17XXXX73,914XXX492,cliente02530***@correo.com,13,2018-09-17,ACTIVO
2531,Residencial,60XXXX24,943XXX271,cliente02531***@correo.com,15,2023-06-20,ACTIVO
2532,Industrial,62XXXX10,935XXX131,cliente02532***@correo.com,29,2024-07-19,ACTIVO
2533,Residencial,33XXXX26,994XXX807,cliente02533***@correo.com,26,2022-12-26,ACTIVO
2534,Residencial,59XXXX27,918XXX484,cliente02534***@correo.com,34,2022-04-27,ACTIVO
2535,Residencial,51XXXX88,910XXX724,cliente02535***@correo.com,26,2024-11-24,ACTIVO
2536,Residencial,75XXXX62,970XXX325,cliente02536***@correo.com,26,2019-07-22,ACTIVO
2537,Residencial,76XXXX46,940XXX779,cliente02537***@correo.com,34,2022-04-06,ACTIVO
2538,Residencial,96XXXX26,924XXX754,cliente02538***@correo.com,3,2018-10-02,ACTIVO
2539,Comercial,67XXXX37,940XXX492,cliente02539***@correo.com,6,2024-03-15,ACTIVO
2540,Residencial,56XXXX23,923XXX044,cliente02540***@correo.com,36,2022-11-06,ACTIVO
2541,Residencial,45XXXX83,940XXX981,cliente02541***@correo.com,3,2020-07-17,ACTIVO
2542,Residencial,76XXXX10,971XXX596,cliente02542***@correo.com,29,2022-01-15,ACTIVO
2543,Residencial,15XXXX41,988XXX524,cliente02543***@correo.com,30,2018-09-22,ACTIVO
2544,Residencial,30XXXX63,924XXX985,cliente02544***@correo.com,15,2019-03-31,ACTIVO
2545,Residencial,74XXXX87,961XXX314,cliente02545***@correo.com,40,2022-12-05,ACTIVO
2546,Residencial,86XXXX62,919XXX852,cliente02546***@correo.com,9,2024-09-09,ACTIVO
2547,Residencial,64XXXX79,935XXX110,cliente02547***@correo.com,15,2020-12-03,ACTIVO
2548,Residencial,49XXXX29,974XXX071,cliente02548***@correo.com,9,2019-04-12,ACTIVO
2549,Residencial,28XXXX92,945XXX548,cliente02549***@correo.com,25,2022-11-26,ACTIVO
2550,Residencial,55XXXX54,946XXX647,cliente02550***@correo.com,5,2022-08-01,ACTIVO
2551,Residencial,19XXXX26,986XXX553,cliente02551***@correo.com,7,2021-02-20,ACTIVO
2552,Residencial,58XXXX30,998XXX355,cliente02552***@correo.com,30,2023-10-22,ACTIVO
2553,Residencial,48XXXX20,945XXX366,cliente02553***@correo.com,19,2021-06-03,ACTIVO
2554,Residencial,50XXXX97,916XXX487,cliente02554***@correo.com,37,2019-07-06,ACTIVO
2555,Residencial,86XXXX08,951XXX280,cliente02555***@correo.com,4,2018-01-30,ACTIVO
2556,Gobierno,74XXXX46,985XXX903,cliente02556***@correo.com,29,2024-02-12,ACTIVO
2557,Comercial,92XXXX59,951XXX473,cliente02557***@correo.com,5,2019-01-19,ACTIVO
2558,Residencial,89XXXX02,996XXX728,cliente02558***@correo.com,7,2021-12-26,ACTIVO
2559,Residencial,49XXXX86,980XXX860,cliente02559***@correo.com,12,2018-03-23,ACTIVO
2560,Residencial,96XXXX95,948XXX085,cliente02560***@correo.com,15,2022-07-14,ACTIVO
2561,Comercial,22XXXX56,921XXX995,cliente02561***@correo.com,11,2020-12-09,ACTIVO
2562,Residencial,77XXXX81,977XXX752,cliente02562***@correo.com,3,2023-11-22,SUSPENDIDO
2563,Residencial,66XXXX04,985XXX475,cliente02563***@correo.com,14,2020-06-23,ACTIVO
2564,Residencial,97XXXX48,900XXX738,cliente02564***@correo.com,13,2024-11-10,ACTIVO
2565,Residencial,51XXXX89,956XXX675,cliente02565***@correo.com,9,2021-04-02,ACTIVO
2566,Residencial,93XXXX79,997XXX780,cliente02566***@correo.com,15,2022-02-11,ACTIVO
2567,Residencial,91XXXX64,906XXX348,cliente02567***@correo.com,13,2022-06-06,ACTIVO
2568,Comercial,46XXXX26,954XXX768,cliente02568***@correo.com,15,2023-10-03,ACTIVO
2569,Residencial,25XXXX92,968XXX846,cliente02569***@correo.com,7,2020-03-04,ACTIVO
2570,Residencial,76XXXX97,935XXX210,cliente02570***@correo.com,7,2021-09-30,ACTIVO
2571,Residencial,99XXXX48,999XXX188,cliente02571***@correo.com,7,2019-09-02,ACTIVO
2572,Residencial,63XXXX30,980XXX490,cliente02572***@correo.com,27,2024-11-30,ACTIVO
2573,Residencial,70XXXX15,904XXX609,cliente02573***@correo.com,13,2024-01-06,ACTIVO
2574,Residencial,96XXXX12,973XXX138,cliente02574***@correo.com,13,2021-10-08,SUSPENDIDO
2575,Residencial,85XXXX52,930XXX989,cliente02575***@correo.com,9,2022-08-20,ACTIVO
2576,Residencial,74XXXX25,942XXX606,cliente02576***@correo.com,5,2024-06-01,ACTIVO
2577,Residencial,75XXXX87,941XXX155,cliente02577***@correo.com,15,2020-08-12,ACTIVO
2578,Residencial,75XXXX57,921XXX342,cliente02578***@correo.com,28,2023-06-30,ACTIVO
2579,Residencial,58XXXX83,906XXX753,cliente02579***@correo.com,39,2023-09-08,ACTIVO
2580,Residencial,38XXXX48,957XXX283,cliente02580***@correo.com,2,2021-01-21,ACTIVO
2581,Residencial,73XXXX11,952XXX441,cliente02581***@correo.com,37,2020-03-29,ACTIVO
2582,Residencial,65XXXX23,904XXX034,cliente02582***@correo.com,7,2023-02-14,ACTIVO
2583,Residencial,38XXXX39,957XXX811,cliente02583***@correo.com,43,2024-07-29,ACTIVO
2584,Residencial,43XXXX69,998XXX056,cliente02584***@correo.com,19,2018-02-21,ACTIVO
2585,Comercial,64XXXX13,969XXX008,cliente02585***@correo.com,43,2019-03-30,ACTIVO
2586,Comercial,16XXXX74,919XXX958,cliente02586***@correo.com,38,2018-09-08,ACTIVO
2587,Residencial,43XXXX68,908XXX282,cliente02587***@correo.com,30,2019-09-07,ACTIVO
2588,Residencial,81XXXX01,991XXX571,cliente02588***@correo.com,26,2020-12-22,ACTIVO
2589,Alumbrado Público,57XXXX78,902XXX289,cliente02589***@correo.com,15,2020-04-06,ACTIVO
2590,Residencial,48XXXX23,975XXX163,cliente02590***@correo.com,15,2018-04-12,ACTIVO
2591,Residencial,62XXXX15,936XXX126,cliente02591***@correo.com,3,2022-05-31,ACTIVO
2592,Residencial,99XXXX14,901XXX603,cliente02592***@correo.com,36,2021-02-19,ACTIVO
2593,Residencial,45XXXX04,907XXX764,cliente02593***@correo.com,14,2019-08-18,ACTIVO
2594,Comercial,77XXXX35,989XXX870,cliente02594***@correo.com,5,2019-11-17,ACTIVO
2595,Residencial,59XXXX54,921XXX759,cliente02595***@correo.com,4,2021-05-02,ACTIVO
2596,Residencial,55XXXX33,953XXX616,cliente02596***@correo.com,9,2018-11-24,ACTIVO
2597,Alumbrado Público,94XXXX69,968XXX396,cliente02597***@correo.com,29,2020-02-10,ACTIVO
2598,Residencial,98XXXX70,933XXX596,cliente02598***@correo.com,20,2024-01-21,ACTIVO
2599,Residencial,88XXXX31,920XXX155,cliente02599***@correo.com,13,2022-09-21,ACTIVO
2600,Residencial,29XXXX68,962XXX169,cliente02600***@correo.com,28,2019-06-19,ACTIVO
2601,Industrial,19XXXX32,932XXX241,cliente02601***@correo.com,10,2019-10-02,ACTIVO
2602,Alumbrado Público,89XXXX72,921XXX601,cliente02602***@correo.com,13,2024-06-15,ACTIVO
2603,Residencial,59XXXX04,971XXX239,cliente02603***@correo.com,13,2022-02-28,ACTIVO
2604,Residencial,88XXXX90,949XXX329,cliente02604***@correo.com,29,2023-02-13,ACTIVO
2605,Residencial,65XXXX16,963XXX558,cliente02605***@correo.com,9,2022-10-22,ACTIVO
2606,Residencial,34XXXX37,905XXX616,cliente02606***@correo.com,40,2021-06-23,ACTIVO
2607,Residencial,23XXXX85,951XXX426,cliente02607***@correo.com,16,2022-11-15,ACTIVO
2608,Residencial,53XXXX47,981XXX995,cliente02608***@correo.com,8,2023-12-04,ACTIVO
2609,Residencial,15XXXX90,986XXX498,cliente02609***@correo.com,3,2019-12-15,ACTIVO
2610,Residencial,23XXXX28,907XXX379,cliente02610***@correo.com,7,2018-08-14,ACTIVO
2611,Residencial,90XXXX68,914XXX170,cliente02611***@correo.com,12,2023-08-17,ACTIVO
2612,Comercial,29XXXX00,924XXX764,cliente02612***@correo.com,29,2022-07-17,ACTIVO
2613,Residencial,96XXXX29,976XXX152,cliente02613***@correo.com,15,2020-07-05,ACTIVO
2614,Industrial,70XXXX85,937XXX580,cliente02614***@correo.com,15,2021-11-03,ACTIVO
2615,Residencial,20XXXX78,995XXX679,cliente02615***@correo.com,26,2020-07-13,ACTIVO
2616,Residencial,31XXXX21,970XXX309,cliente02616***@correo.com,7,2018-03-26,ACTIVO
2617,Residencial,25XXXX94,938XXX469,cliente02617***@correo.com,28,2024-02-27,ACTIVO
2618,Alumbrado Público,21XXXX67,924XXX806,cliente02618***@correo.com,30,2024-09-26,ACTIVO
2619,Residencial,15XXXX84,933XXX526,cliente02619***@correo.com,40,2020-10-28,ACTIVO
2620,Residencial,89XXXX30,949XXX542,cliente02620***@correo.com,5,2018-07-18,ACTIVO
2621,Residencial,22XXXX94,990XXX089,cliente02621***@correo.com,29,2022-03-10,ACTIVO
2622,Residencial,98XXXX73,918XXX474,cliente02622***@correo.com,28,2018-02-23,ACTIVO
2623,Residencial,11XXXX39,921XXX389,cliente02623***@correo.com,22,2019-08-24,ACTIVO
