id_suministro,id_cliente,id_ubicacion,direccion_suministro,nivel_tension,id_sist_electrico,fecha_alta_suministro,estado_suministro
1001587,1294,3,Calle Grau 8635,BT,1,2008-11-26 05:47:31,ACTIVO
1001588,1295,39,Pasaje Progreso 8264,BT,8,2010-04-07 05:01:01,ACTIVO
1001589,1296,15,Calle Grau 3343,BT,1,2022-04-18 00:00:00,ACTIVO
1001590,1297,19,Calle Grau 8389,BT,6,2016-07-02 08:39:58,ACTIVO
1001591,1298,7,Pasaje Universitaria 2191,BT,5,2001-03-22 11:28:24,ACTIVO
1001592,1299,4,Pasaje El Sol 3521,BT,3,2014-03-17 11:09:00,ACTIVO
1001593,1300,1,Calle Los Pinos 6464,BT,5,2000-11-19 10:23:21,ACTIVO
1001594,1300,1,Pasaje Grau 6033,BT,2,2013-08-09 04:05:37,ACTIVO
1001595,1301,28,Jr. El Sol 104,BT,5,2015-04-19 06:19:36,ACTIVO
1001596,1302,20,Jr. Bolívar 3066,BT,3,2018-05-02 07:40:00,ACTIVO
1001597,1303,15,Psje. Progreso 2854,BT,5,2017-02-20 08:56:46,ACTIVO
1001598,1304,15,Jr. La Molina 4124,BT,6,2006-02-25 13:24:33,ACTIVO
1001599,1305,15,Av. Panamericana 9552,BT,6,2013-10-18 18:45:18,ACTIVO
1001600,1306,28,Calle Bolívar 2738,BT,3,2020-05-01 08:39:35,ACTIVO
1001601,1307,29,Calle Grau 6296,BT,5,2003-09-18 12:33:38,ACTIVO
1001602,1308,16,Av. La Molina 9929,BT,8,2017-02-20 01:16:09,ACTIVO
1001603,1309,4,Jr. Panamericana 556,BT,2,2018-09-12 18:21:13,ACTIVO
1001604,1310,38,Av. Panamericana 9710,BT,5,2008-04-20 07:47:13,ACTIVO
1001605,1311,39,Jr. Bolívar 9576,BT,8,2015-01-19 06:05:58,ACTIVO
1001606,1312,42,Pasaje La Molina 4205,BT,4,2008-10-01 17:40:27,ACTIVO
1001607,1313,15,Jr. Universitaria 3897,BT,8,2000-09-04 23:12:44,ACTIVO
1001608,1314,7,Calle Grau 4199,BT,5,2008-03-01 01:34:09,ACTIVO
1001609,1315,29,Jr. Venezuela 5249,MT,5,2004-09-28 03:06:32,ACTIVO
1001610,1316,26,Psje. Universitaria 8831,BT,2,2009-05-11 02:24:22,ACTIVO
1001611,1317,28,Psje. El Sol 6990,BT,5,2018-08-04 19:13:27,ACTIVO
1001612,1318,43,Jr. Venezuela 8470,BT,3,2010-07-16 09:00:39,ACTIVO
1001613,1319,15,Calle Progreso 8683,BT,8,2011-01-04 10:09:27,ACTIVO
1001614,1320,7,Pasaje Venezuela 1554,BT,1,2010-01-20 21:34:01,ACTIVO
1001615,1321,15,Pasaje Grau 5128,BT,8,2011-12-17 12:50:01,ACTIVO
1001616,1322,3,Pasaje La Molina 8649,BT,3,2014-08-16 13:27:07,ACTIVO
1001617,1322,3,Pasaje Venezuela 5820,BT,7,2009-03-10 14:20:03,ACTIVO
1001618,1323,19,Pasaje La Molina 9774,MT,2,2007-02-26 14:47:11,ACTIVO
1001619,1324,43,Calle Panamericana 7346,BT,6,2001-04-07 09:41:00,ACTIVO
1001620,1325,30,Pasaje Panamericana 4568,BT,4,2017-12-01 11:49:38,ACTIVO
1001621,1326,43,Av. Progreso 5960,BT,2,2002-03-10 23:58:40,ACTIVO
1001622,1327,39,Calle Universitaria 5102,MT,2,2009-03-31 22:47:30,ACTIVO
1001623,1328,35,Av. Bolívar 2899,BT,8,2003-10-14 13:36:44,ACTIVO
1001624,1329,30,Calle Universitaria 8290,BT,6,2000-10-24 04:52:34,ACTIVO
1001625,1329,30,Pasaje Universitaria 5912,BT,2,2008-09-17 07:33:27,ACTIVO
1001626,1330,9,Jr. Panamericana 3933,BT,7,2010-03-03 10:27:52,ACTIVO
1001627,1331,26,Psje. Universitaria 2922,BT,3,2012-10-27 16:58:55,ACTIVO
1001628,1332,9,Calle La Molina 3350,BT,6,2002-09-23 08:22:36,INACTIVO
1001629,1332,9,Psje. La Molina 2344,BT,1,2006-02-15 11:42:56,ACTIVO
1001630,1333,2,Pasaje Progreso 3845,BT,3,2006-11-28 04:52:09,ACTIVO
1001631,1334,9,Psje. Venezuela 761,BT,6,2007-04-23 06:07:04,ACTIVO
1001632,1334,9,Jr. San Martín 2225,BT,3,2010-12-10 15:05:23,ACTIVO
1001633,1335,33,Psje. Los Pinos 4342,BT,5,2020-05-14 21:57:35,ACTIVO
1001634,1336,15,Psje. Los Pinos 5096,BT,5,2007-01-19 08:46:36,ACTIVO
1001635,1336,15,Pasaje Progreso 9385,BT,5,2003-07-08 01:00:53,ACTIVO
1001636,1337,28,Pasaje San Martín 6454,BT,2,2013-11-06 19:43:11,ACTIVO
1001637,1338,42,Pasaje Bolívar 7314,BT,6,2002-10-18 23:22:38,ACTIVO
1001638,1339,13,Psje. Universitaria 3773,BT,7,2006-02-13 05:19:06,ACTIVO
1001639,1340,15,Jr. Los Pinos 8951,BT,1,2008-01-04 10:08:01,ACTIVO
1001640,1341,7,Psje. Universitaria 6268,BT,1,2009-03-05 13:41:35,ACTIVO
1001641,1342,4,Calle Universitaria 3278,BT,5,2008-12-14 23:55:11,SUSPENDIDO
1001642,1343,29,Av. Venezuela 3501,BT,7,2008-04-21 13:10:23,ACTIVO
1001643,1343,29,Av. Venezuela 5932,BT,1,2014-08-09 04:19:54,ACTIVO
1001644,1343,29,Av. La Molina 3813,BT,8,2005-05-09 22:00:57,ACTIVO
1001645,1344,43,Psje. Progreso 7981,BT,1,2000-10-13 03:28:43,ACTIVO
1001646,1344,43,Pasaje Progreso 2676,BT,7,2010-03-17 18:08:39,ACTIVO
1001647,1345,4,Av. Panamericana 2947,BT,1,2005-08-21 07:27:34,ACTIVO
1001648,1346,38,Av. La Molina 4149,BT,4,2012-01-19 04:07:23,ACTIVO
1001649,1347,15,Psje. Grau 6349,MT,1,2002-01-10 14:11:15,ACTIVO
1001650,1348,26,Psje. San Martín 7774,BT,1,2005-09-26 10:39:12,ACTIVO
1001651,1349,25,Av. Bolívar 5855,BT,6,2010-12-05 17:07:14,ACTIVO
1001652,1350,3,Jr. San Martín 7944,BT,2,2019-07-25 09:21:04,ACTIVO
1001653,1351,30,Pasaje El Sol 7221,BT,7,2020-09-25 19:12:08,ACTIVO
1001654,1352,9,Psje. La Molina 6112,BT,8,2006-05-13 12:47:36,SUSPENDIDO
1001655,1353,38,Psje. Panamericana 3039,BT,8,2014-02-12 01:56:33,ACTIVO
1001656,1354,19,Pasaje San Martín 521,BT,7,2011-04-23 22:44:17,ACTIVO
1001657,1355,29,Pasaje Universitaria 607,BT,2,2002-08-18 15:39:15,ACTIVO
1001658,1356,22,Jr. El Sol 6610,BT,7,2014-09-06 16:12:17,ACTIVO
1001659,1357,5,Calle Universitaria 6455,BT,2,2015-03-16 21:29:20,ACTIVO
1001660,1357,5,Psje. Panamericana 8830,BT,5,2017-02-22 17:06:33,ACTIVO
1001661,1358,16,Jr. El Sol 5368,BT,7,2002-03-25 23:04:44,ACTIVO
1001662,1359,6,Calle Los Pinos 478,BT,4,2007-01-02 12:42:40,ACTIVO
1001663,1359,6,Psje. Universitaria 6441,BT,1,2017-11-11 07:17:41,ACTIVO
1001664,1360,29,Av. La Molina 5758,BT,2,2008-05-27 22:23:00,ACTIVO
1001665,1361,3,Pasaje Universitaria 309,BT,3,2018-04-14 19:55:30,ACTIVO
1001666,1362,7,Jr. La Molina 1406,BT,7,2009-08-20 06:13:00,ACTIVO
1001667,1363,5,Calle Panamericana 9551,BT,5,2011-01-05 00:01:02,ACTIVO
1001668,1364,19,Pasaje San Martín 5168,BT,1,2004-10-31 09:44:39,SUSPENDIDO
1001669,1365,12,Av. Bolívar 5017,BT,6,2019-01-18 12:18:56,ACTIVO
1001670,1366,18,Psje. La Molina 4722,BT,3,2001-12-31 01:50:13,ACTIVO
1001671,1367,39,Psje. Progreso 7374,BT,6,2009-05-21 01:51:43,ACTIVO
1001672,1368,7,Jr. Los Pinos 7251,BT,2,2003-10-07 10:43:15,ACTIVO
1001673,1368,7,Psje. Bolívar 8185,BT,2,2022-10-31 00:00:00,ACTIVO
1001674,1368,7,Psje. Los Pinos 1828,BT,7,2009-06-23 07:52:05,ACTIVO
1001675,1369,40,Jr. La Molina 2955,BT,6,2022-10-28 00:00:00,SUSPENDIDO
1001676,1370,9,Pasaje La Molina 2427,BT,7,2020-03-05 16:41:16,ACTIVO
1001677,1370,9,Jr. Bolívar 9570,BT,5,2005-12-28 12:06:12,ACTIVO
1001678,1371,19,Jr. San Martín 5113,BT,3,2016-02-07 04:11:38,ACTIVO
1001679,1371,19,Psje. Progreso 4179,BT,7,2017-03-01 09:45:00,ACTIVO
1001680,1372,40,Calle Bolívar 4547,BT,7,2007-10-18 08:14:25,ACTIVO
1001681,1373,43,Av. Universitaria 6330,BT,3,2003-11-30 06:46:19,ACTIVO
1001682,1374,12,Calle Venezuela 8117,BT,5,2023-11-29 00:00:00,ACTIVO
1001683,1375,19,Av. Los Pinos 9264,BT,7,2003-05-15 20:45:30,ACTIVO
1001684,1376,39,Psje. Venezuela 3534,BT,4,2007-04-11 11:54:09,ACTIVO
1001685,1377,15,Pasaje Panamericana 4252,BT,1,2007-10-03 23:26:33,ACTIVO
1001686,1378,40,Pasaje San Martín 2810,BT,7,2008-08-01 10:56:26,ACTIVO
1001687,1379,15,Av. Grau 267,BT,4,2014-10-27 14:08:14,ACTIVO
1001688,1380,40,Av. El Sol 8534,MT,8,2018-10-20 23:47:58,SUSPENDIDO
1001689,1381,14,Calle Grau 4057,BT,2,2013-12-30 04:12:20,ACTIVO
1001690,1382,21,Calle El Sol 6013,BT,7,2019-10-01 01:38:06,ACTIVO
1001691,1383,15,Pasaje Bolívar 1205,BT,3,2005-01-12 11:34:55,ACTIVO
1001692,1383,15,Jr. Progreso 4598,BT,8,2010-10-01 13:33:36,ACTIVO
1001693,1384,26,Pasaje Los Pinos 9232,BT,4,2012-03-22 18:30:53,ACTIVO
1001694,1385,26,Psje. Panamericana 5899,BT,6,2023-07-20 00:00:00,ACTIVO
1001695,1386,1,Pasaje Progreso 5451,BT,8,2024-05-17 00:00:00,ACTIVO
1001696,1387,25,Jr. Grau 9002,BT,4,2001-02-07 05:11:41,ACTIVO
1001697,1388,9,Pasaje Progreso 1113,BT,6,2016-03-02 05:23:13,ACTIVO
1001698,1388,9,Pasaje El Sol 5820,BT,4,2018-06-01 12:55:56,ACTIVO
1001699,1389,9,Calle San Martín 5320,BT,7,2006-05-25 15:47:48,ACTIVO
1001700,1390,18,Calle San Martín 3728,BT,6,2000-07-13 23:51:47,ACTIVO
1001701,1391,40,Jr. La Molina 2321,BT,5,2007-04-09 09:12:15,ACTIVO
1001702,1392,30,Psje. Venezuela 3977,BT,1,2002-03-25 04:33:54,ACTIVO
1001703,1393,26,Jr. La Molina 9973,BT,7,2008-06-02 20:43:02,ACTIVO
1001704,1394,28,Jr. La Molina 4994,BT,1,2006-11-08 19:01:38,ACTIVO
1001705,1395,34,Calle El Sol 4814,BT,3,2001-10-03 12:32:35,ACTIVO
1001706,1396,26,Av. Panamericana 9055,BT,1,2013-04-12 13:31:04,ACTIVO
1001707,1397,40,Pasaje Los Pinos 1710,BT,4,2018-10-09 01:28:54,ACTIVO
1001708,1398,15,Jr. El Sol 7627,BT,5,2009-04-23 14:15:03,ACTIVO
1001709,1399,36,Pasaje Venezuela 4082,BT,8,2019-01-21 12:31:15,ACTIVO
1001710,1399,36,Psje. Grau 5296,BT,3,2007-08-13 12:13:09,ACTIVO
1001711,1400,29,Calle La Molina 3129,BT,2,2003-06-28 19:06:12,ACTIVO
1001712,1401,8,Av. Venezuela 6932,BT,8,2017-08-22 17:25:59,ACTIVO
1001713,1401,8,Jr. Progreso 4944,BT,5,2005-03-10 23:18:28,ACTIVO
1001714,1402,15,Jr. San Martín 2343,BT,3,2020-07-20 04:26:14,ACTIVO
1001715,1403,39,Jr. Panamericana 586,BT,7,2010-10-13 01:25:32,ACTIVO
1001716,1404,5,Jr. Los Pinos 2559,BT,2,2014-04-08 22:59:17,ACTIVO
1001717,1405,5,Av. Bolívar 3363,BT,7,2008-05-03 18:40:00,ACTIVO
1001718,1406,15,Psje. El Sol 2405,BT,5,2003-12-05 09:11:10,ACTIVO
1001719,1407,15,Calle Venezuela 4792,BT,4,2001-08-04 02:29:49,ACTIVO
1001720,1408,26,Psje. Grau 3400,BT,5,2010-07-08 09:37:33,ACTIVO
1001721,1409,3,Calle Venezuela 7505,BT,1,2010-08-09 19:56:28,ACTIVO
1001722,1410,9,Jr. Progreso 2860,BT,8,2019-12-03 03:36:46,ACTIVO
1001723,1411,15,Pasaje La Molina 519,BT,8,2010-11-10 00:12:13,ACTIVO
1001724,1412,15,Jr. Grau 4499,BT,8,2011-09-10 00:11:04,ACTIVO
1001725,1413,43,Calle Venezuela 9825,BT,7,2006-12-09 09:53:46,ACTIVO
1001726,1414,7,Av. Universitaria 6973,BT,3,2016-10-29 22:48:49,ACTIVO
1001727,1415,15,Jr. Panamericana 9612,BT,6,2011-08-04 20:32:35,ACTIVO
1001728,1416,30,Calle La Molina 4361,BT,8,2003-12-23 20:25:16,ACTIVO
1001729,1417,33,Jr. Venezuela 2627,BT,1,2012-03-12 17:34:52,ACTIVO
1001730,1418,4,Av. La Molina 9963,BT,1,2013-11-29 15:14:52,ACTIVO
1001731,1419,5,Calle Progreso 2514,BT,3,2002-02-08 18:29:12,ACTIVO
1001732,1420,42,Calle Grau 7921,BT,7,2017-12-20 13:18:56,ACTIVO
1001733,1421,19,Calle Grau 2533,BT,7,2012-06-30 20:21:55,ACTIVO
1001734,1422,39,Pasaje Venezuela 601,BT,1,2012-10-18 23:10:49,ACTIVO
1001735,1423,12,Calle San Martín 1913,BT,3,2023-04-23 00:00:00,ACTIVO
1001736,1424,13,Jr. La Molina 2194,BT,2,2010-08-06 06:14:39,ACTIVO
1001737,1425,38,Av. El Sol 3306,BT,7,2012-02-23 04:58:29,ACTIVO
1001738,1425,38,Jr. La Molina 511,BT,7,2001-05-04 00:03:04,ACTIVO
1001739,1425,38,Jr. Venezuela 4152,BT,6,2010-08-03 02:34:58,ACTIVO
1001740,1426,15,Pasaje Los Pinos 6237,BT,6,2002-03-11 06:21:09,ACTIVO
1001741,1427,29,Calle El Sol 9692,BT,3,2018-11-03 18:51:30,ACTIVO
1001742,1428,29,Av. Bolívar 2927,MT,6,2004-08-25 04:38:59,ACTIVO
1001743,1429,38,Calle La Molina 7075,BT,3,2004-02-03 17:06:10,ACTIVO
1001744,1430,38,Pasaje El Sol 5448,BT,1,2020-08-01 00:00:00,ACTIVO
1001745,1431,4,Psje. La Molina 7280,BT,4,2015-04-09 13:47:24,SUSPENDIDO
1001746,1432,5,Av. Progreso 156,BT,5,2020-09-13 10:57:33,ACTIVO
1001747,1433,19,Pasaje Grau 7247,BT,1,2016-08-22 00:38:23,ACTIVO
1001748,1434,29,Psje. Los Pinos 670,BT,1,2017-04-25 10:25:08,ACTIVO
1001749,1435,38,Jr. Bolívar 4520,BT,1,2007-02-27 10:30:46,ACTIVO
1001750,1436,29,Av. Panamericana 8132,BT,7,2009-09-29 11:48:40,ACTIVO
1001751,1436,29,Av. El Sol 7690,BT,3,2002-06-22 08:55:42,ACTIVO
1001752,1437,15,Psje. Bolívar 3897,BT,5,2014-04-08 07:12:53,ACTIVO
1001753,1438,1,Psje. San Martín 1796,BT,6,2016-02-10 11:16:18,ACTIVO
1001754,1439,29,Calle San Martín 6748,BT,5,2006-03-16 18:33:03,ACTIVO
1001755,1439,29,Jr. San Martín 4619,BT,2,2020-09-08 01:00:27,ACTIVO
1001756,1440,5,Av. Universitaria 1449,BT,3,2013-06-23 07:42:47,ACTIVO
1001757,1441,19,Psje. La Molina 1054,BT,2,2010-04-16 22:29:27,ACTIVO
1001758,1441,19,Calle Panamericana 4527,BT,6,2002-01-11 01:19:06,ACTIVO
1001759,1442,3,Calle Venezuela 6606,BT,6,2020-05-09 05:15:35,ACTIVO
1001760,1442,3,Pasaje Bolívar 4347,BT,5,2005-09-17 08:24:50,ACTIVO
1001761,1443,39,Pasaje Bolívar 8216,BT,4,2005-09-14 14:02:37,ACTIVO
1001762,1444,35,Av. Progreso 7707,BT,5,2014-09-06 23:15:35,ACTIVO
1001763,1445,29,Av. Venezuela 2182,BT,4,2001-07-17 20:15:44,ACTIVO
1001764,1446,15,Psje. Panamericana 6630,BT,6,2015-07-12 07:08:27,INACTIVO
1001765,1447,26,Psje. La Molina 1921,BT,3,2020-11-23 21:58:53,ACTIVO
1001766,1448,29,Av. Los Pinos 4803,BT,8,2019-03-13 09:08:53,ACTIVO
1001767,1449,29,Pasaje La Molina 4973,BT,3,2015-03-24 18:24:23,ACTIVO
1001768,1450,3,Pasaje Venezuela 1527,BT,4,2018-03-10 21:38:34,ACTIVO
1001769,1451,18,Pasaje Bolívar 7143,BT,5,2001-12-18 18:17:58,ACTIVO
1001770,1452,40,Av. Los Pinos 4385,BT,4,2013-11-30 09:07:46,ACTIVO
1001771,1452,40,Calle Panamericana 7334,BT,5,2003-08-23 03:59:16,ACTIVO
1001772,1452,40,Av. La Molina 5050,BT,8,2022-06-13 00:00:00,ACTIVO
1001773,1453,7,Calle Grau 7655,BT,4,2013-06-05 02:58:42,ACTIVO
1001774,1454,28,Calle Progreso 1313,BT,3,2012-08-13 02:23:08,ACTIVO
1001775,1455,28,Jr. Bolívar 5470,BT,5,2000-09-24 17:10:57,ACTIVO
1001776,1456,39,Pasaje Venezuela 7025,BT,7,2000-04-06 18:40:53,ACTIVO
1001777,1456,39,Jr. Universitaria 4853,BT,8,2018-08-19 02:17:55,ACTIVO
1001778,1457,43,Calle Bolívar 9016,BT,2,2004-04-01 06:41:04,SUSPENDIDO
1001779,1458,7,Pasaje Grau 3580,BT,5,2003-03-27 00:36:03,ACTIVO
1001780,1459,28,Calle Grau 4206,BT,4,2005-04-30 08:17:59,ACTIVO
1001781,1460,7,Pasaje Venezuela 4834,BT,1,2007-02-28 22:56:48,ACTIVO
1001782,1461,38,Psje. Panamericana 7985,BT,2,2006-04-08 06:10:23,ACTIVO
1001783,1462,7,Psje. Los Pinos 4165,BT,7,2001-10-17 13:03:44,ACTIVO
1001784,1462,7,Av. Los Pinos 4102,BT,7,2009-05-04 18:59:53,ACTIVO
1001785,1463,15,Jr. San Martín 5876,BT,8,2016-11-30 05:28:49,ACTIVO
1001786,1464,43,Jr. Venezuela 2144,BT,1,2006-08-31 06:25:20,ACTIVO
1001787,1465,29,Av. Progreso 1867,BT,5,2013-01-03 14:33:45,ACTIVO
1001788,1466,4,Av. Panamericana 1928,BT,6,2020-01-29 12:55:06,ACTIVO
1001789,1467,7,Av. Venezuela 1858,BT,2,2019-08-07 12:55:40,SUSPENDIDO
1001790,1468,9,Av. La Molina 4611,BT,2,2003-08-03 20:10:12,ACTIVO
1001791,1469,30,Jr. La Molina 6243,BT,6,2002-01-16 08:10:21,ACTIVO
1001792,1470,7,Pasaje Progreso 9109,BT,2,2003-12-04 00:47:50,ACTIVO
1001793,1471,10,Jr. Bolívar 6828,BT,5,2007-01-10 07:16:17,ACTIVO
1001794,1472,3,Pasaje Progreso 569,BT,2,2004-07-23 14:21:42,ACTIVO
1001795,1473,39,Calle La Molina 4776,BT,2,2017-06-11 14:58:08,ACTIVO
1001796,1474,39,Psje. Panamericana 650,BT,8,2016-07-12 22:20:39,ACTIVO
1001797,1475,42,Pasaje Progreso 906,BT,8,2011-07-30 02:12:25,ACTIVO
1001798,1475,42,Calle Progreso 6183,BT,3,2013-01-02 01:19:57,ACTIVO
1001799,1476,40,Jr. Venezuela 1993,BT,5,2017-07-27 20:16:35,ACTIVO
1001800,1476,40,Calle Grau 1205,BT,2,2007-08-24 14:46:31,ACTIVO
1001801,1477,5,Psje. Bolívar 9540,BT,3,2020-04-24 20:26:01,SUSPENDIDO
1001802,1478,5,Pasaje Grau 6907,BT,7,2003-10-26 15:45:10,ACTIVO
1001803,1479,18,Jr. Bolívar 4010,BT,3,2001-11-12 09:18:39,ACTIVO
1001804,1480,14,Psje. Universitaria 6151,BT,7,2005-03-16 06:36:27,ACTIVO
1001805,1481,9,Calle Universitaria 1905,BT,4,2016-01-29 07:52:29,ACTIVO
1001806,1482,15,Jr. Grau 6994,BT,7,2014-03-22 21:44:28,ACTIVO
1001807,1482,15,Pasaje Progreso 6244,BT,6,2018-07-29 03:04:41,ACTIVO
1001808,1483,26,Jr. Venezuela 3737,BT,3,2013-04-29 22:47:15,ACTIVO
1001809,1484,38,Psje. Bolívar 9622,BT,3,2014-03-14 04:38:14,ACTIVO
1001810,1485,2,Av. Los Pinos 6903,BT,3,2015-06-16 17:10:26,ACTIVO
1001811,1485,2,Pasaje Progreso 8543,BT,4,2002-01-05 10:22:40,ACTIVO
1001812,1486,26,Psje. Grau 3217,BT,8,2007-10-26 13:14:42,ACTIVO
1001813,1487,17,Calle Venezuela 1643,BT,7,2017-01-05 18:31:22,ACTIVO
1001814,1488,15,Jr. Los Pinos 7252,BT,5,2013-09-03 19:32:54,ACTIVO
1001815,1489,28,Psje. El Sol 2203,BT,3,2000-01-30 17:15:08,ACTIVO
1001816,1490,4,Pasaje La Molina 2297,BT,8,2007-04-28 11:26:22,ACTIVO
1001817,1491,7,Pasaje El Sol 3552,BT,5,2012-12-18 02:30:50,ACTIVO
1001818,1492,42,Jr. Los Pinos 3964,BT,3,2011-07-29 06:58:53,ACTIVO
1001819,1493,26,Psje. El Sol 4273,BT,2,2019-03-22 22:34:34,ACTIVO
1001820,1494,29,Calle Progreso 4124,BT,3,2008-07-18 20:50:24,ACTIVO
1001821,1495,15,Jr. Venezuela 832,BT,1,2002-06-08 01:40:44,ACTIVO
1001822,1496,41,Pasaje Universitaria 2549,BT,8,2005-07-11 02:49:46,INACTIVO
1001823,1496,41,Jr. El Sol 860,BT,2,2017-11-15 05:04:09,ACTIVO
1001824,1497,30,Psje. Panamericana 8291,BT,4,2006-05-09 19:38:54,SUSPENDIDO
1001825,1497,30,Jr. San Martín 7950,BT,7,2013-05-23 15:28:53,ACTIVO
1001826,1498,21,Pasaje La Molina 173,BT,2,2001-10-30 21:03:59,ACTIVO
1001827,1499,19,Psje. El Sol 7666,BT,6,2000-06-27 18:44:12,ACTIVO
1001828,1500,15,Pasaje Universitaria 9984,BT,3,2004-09-10 04:18:24,ACTIVO
1001829,1501,43,Pasaje Los Pinos 3607,BT,1,2005-04-18 04:16:05,ACTIVO
1001830,1502,43,Av. Progreso 6074,MT,1,2001-03-25 15:22:06,ACTIVO
1001831,1503,4,Calle Los Pinos 5749,BT,5,2006-10-30 23:34:37,ACTIVO
1001832,1504,20,Calle Panamericana 9246,MT,3,2022-03-23 00:00:00,ACTIVO
1001833,1505,15,Pasaje La Molina 8808,BT,4,2008-02-11 06:39:11,ACTIVO
1001834,1506,13,Psje. Los Pinos 6134,BT,1,2012-12-28 19:25:41,ACTIVO
1001835,1507,7,Av. Los Pinos 5504,BT,1,2022-06-25 00:00:00,ACTIVO
1001836,1508,3,Pasaje Panamericana 5713,BT,2,2010-04-22 02:55:40,ACTIVO
1001837,1509,9,Pasaje Panamericana 9196,BT,5,2003-03-10 21:01:04,ACTIVO
1001838,1510,5,Jr. Universitaria 4566,BT,6,2007-10-15 17:29:27,ACTIVO
1001839,1510,5,Calle Los Pinos 8657,BT,3,2009-11-18 07:52:11,ACTIVO
1001840,1511,40,Pasaje Bolívar 8681,BT,1,2000-06-13 20:44:39,ACTIVO
1001841,1512,28,Pasaje San Martín 1280,BT,7,2009-08-21 23:50:50,ACTIVO
1001842,1513,16,Psje. El Sol 7909,BT,8,2006-03-22 01:48:00,ACTIVO
1001843,1514,7,Pasaje Progreso 1524,BT,8,2012-11-02 02:18:28,ACTIVO
1001844,1514,7,Jr. Panamericana 5048,BT,8,2005-11-01 13:11:39,ACTIVO
1001845,1515,24,Psje. Progreso 1646,BT,1,2008-12-06 20:31:28,ACTIVO
1001846,1516,7,Pasaje El Sol 437,BT,6,2008-09-09 17:02:59,ACTIVO
1001847,1517,6,Calle Bolívar 5680,BT,1,2019-01-21 14:25:57,ACTIVO
1001848,1518,30,Pasaje Grau 2743,BT,4,2014-10-08 18:41:59,ACTIVO
1001849,1518,30,Pasaje Bolívar 3303,BT,5,2009-10-22 21:18:37,ACTIVO
1001850,1518,30,Av. Grau 1565,BT,3,2005-01-28 12:57:04,ACTIVO
1001851,1519,34,Calle Progreso 959,BT,5,2017-07-26 01:39:21,ACTIVO
1001852,1520,15,Jr. Venezuela 168,BT,3,2006-08-21 11:33:45,ACTIVO
1001853,1521,5,Jr. San Martín 4422,BT,7,2003-03-01 11:39:37,ACTIVO
1001854,1522,7,Psje. Grau 1703,BT,7,2015-08-31 00:25:17,ACTIVO
1001855,1523,29,Av. Panamericana 1984,BT,4,2022-01-25 00:00:00,ACTIVO
1001856,1524,29,Psje. Progreso 9812,MT,5,2015-09-26 04:42:32,ACTIVO
1001857,1525,29,Psje. Venezuela 4643,BT,2,2011-09-14 12:14:45,ACTIVO
1001858,1526,2,Jr. Universitaria 4523,BT,4,2002-07-14 14:09:59,ACTIVO
1001859,1527,15,Av. El Sol 2726,BT,1,2011-03-20 06:46:03,ACTIVO
1001860,1528,5,Jr. San Martín 1305,BT,7,2019-10-08 11:41:03,ACTIVO
1001861,1529,23,Jr. Universitaria 1346,BT,1,2020-09-14 23:31:24,ACTIVO
1001862,1529,23,Psje. Progreso 5445,MT,3,2000-01-13 23:53:38,ACTIVO
1001863,1530,13,Pasaje Progreso 2654,BT,7,2011-10-06 17:46:40,ACTIVO
1001864,1531,30,Psje. El Sol 8382,BT,4,2005-02-08 18:55:04,ACTIVO
1001865,1532,40,Jr. San Martín 3807,BT,3,2014-05-02 19:49:00,ACTIVO
1001866,1533,38,Calle El Sol 5121,BT,7,2016-12-25 22:34:13,ACTIVO
1001867,1534,37,Psje. San Martín 5055,BT,5,2012-10-18 16:29:18,ACTIVO
1001868,1535,26,Jr. Progreso 4104,BT,1,2010-12-27 14:39:43,ACTIVO
1001869,1536,41,Jr. Venezuela 6421,BT,7,2011-09-07 16:23:06,ACTIVO
1001870,1536,41,Jr. Los Pinos 5676,MT,7,2018-10-06 17:51:14,ACTIVO
1001871,1537,40,Av. La Molina 3089,BT,1,2004-11-24 01:18:19,ACTIVO
1001872,1538,15,Av. Bolívar 1674,BT,2,2007-07-11 07:07:50,ACTIVO
1001873,1539,22,Av. La Molina 4948,BT,2,2013-01-20 02:47:53,ACTIVO
1001874,1540,7,Pasaje Los Pinos 2668,BT,5,2000-02-20 10:28:01,ACTIVO
1001875,1540,7,Av. Progreso 5076,BT,8,2000-01-16 22:31:50,ACTIVO
1001876,1541,15,Psje. Venezuela 7325,BT,7,2004-12-05 21:41:02,ACTIVO
1001877,1541,15,Pasaje Panamericana 2437,BT,8,2007-07-06 09:04:26,ACTIVO
1001878,1542,17,Pasaje Progreso 4110,BT,5,2017-06-09 09:48:00,ACTIVO
1001879,1543,3,Pasaje San Martín 3022,BT,8,2013-04-29 11:34:42,SUSPENDIDO
1001880,1544,7,Psje. La Molina 730,BT,6,2011-12-30 22:31:35,ACTIVO
1001881,1545,7,Psje. Grau 6486,MT,6,2009-10-31 13:00:34,ACTIVO
1001882,1546,40,Calle Grau 8680,BT,6,2017-06-28 19:06:35,ACTIVO
1001883,1546,40,Psje. Panamericana 5462,BT,4,2011-11-15 04:10:52,ACTIVO
1001884,1547,29,Calle San Martín 7293,BT,8,2013-09-21 03:03:42,ACTIVO
1001885,1548,5,Calle Progreso 7700,BT,3,2019-11-14 03:55:20,ACTIVO
1001886,1549,29,Calle Los Pinos 4560,BT,2,2016-03-04 23:14:05,ACTIVO
